ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,case,summary,age_of_shooter,prior_signs_mental_health_issues,mental_health_details,weapons_obtained_legally,where_obtained,weapon_type,weapon_details,race,gender,mental_health_sources,sources_additional_age,type,log_n_killed,log_n_injured,indegree,outdegree
879,515,2016-09-17,2016 West 76th Street Indianapolis Indiana,1.0986122886681096,2,2,Indianapolis,Indiana,-86.19773099999998,39.890887899999996,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,4,9
880,515,2016-09-17,3918 Columbia St Orlando Florida,1.0689760711085556,1,6,Orlando,Florida,-81.424421,28.526767,,,,,,,,,,,,,,,0.6931471805599453,1.9459101490553128,5,8
881,515,2016-09-17,20582 SW 119th Ave Miami Florida,0.583773044716594,0,6,Miami,Florida,-80.3853718,25.5755251,,,,,,,,,,,,,,,0.0,1.9459101490553128,10,4
882,516,2016-09-18,421 Rivermont Ave Lynchburg Virginia,0.9010913347279288,1,3,Lynchburg,Virginia,-79.1497806,37.4215797,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,8,4
883,516,2016-09-18,1700 block of Brighton Pl Pittsburgh Pennsylvania,0.4828313737302301,0,4,Pittsburgh,Pennsylvania,-80.0170885,40.4584021,,,,,,,,,,,,,,,0.0,1.6094379124341005,15,0
884,516,2016-09-18,3001 Castor Avenue Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.08588999999998,39.9854586,,,,,,,,,,,,,,,0.0,1.6094379124341005,15,0
885,517,2016-09-23,201 Cascade Mall Dr Burlington Washington,1.2542316284596384,5,0,Burlington,Washington,-122.3389611,48.4622631,Cascade Mall shooting,"Arcan Cetin, 20, killed a teen girl and three women in the cosmetics section of a Macy’s department store at the Cascade Mall. A man was critically wounded in the shooting and taken to Harborview Medical Center in Seattle, where he died. Cetin was apprehended by police a few hours after the shooting while driving a car near his residence. ",20,Yes,"According to the Cetin's stepfather he had ""mental health issues""; court records showed that he suffered from anxiety and depression. ",TBD,-,Rifle,Ruger .22-caliber,-,M,http://www.nbcnews.com/news/us-news/arcan-cetin-accused-cascade-mall-shooter-charged-five-counts-murder-n654586,http://www.nytimes.com/2016/09/25/us/mall-shooting-washington-state.html; https://www.seattletimes.com/seattle-news/crime/accused-cascade-mall-shooter-dies-in-snohomish-county-jail/,Mass,1.791759469228055,0.0,3,9
886,518,2016-09-24,Greenmount Ave and Preston St Baltimore Maryland,0.6591673732008658,0,8,Baltimore,Maryland,-76.6081873,39.3048255,,,,,,,,,,,,,,,0.0,2.19722457733622,9,4
887,519,2016-09-25,300 block of E. Green St Champaign Illinois,0.9010913347279288,1,3,Champaign,Illinois,-88.2353849,40.110245,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,6,4
888,520,2016-09-26,5450 Weslayan St Houston Texas,1.0689760711085556,1,6,Houston,Texas,-95.4421156,29.723582699999998,,,,,,,,,,,,,,,0.6931471805599453,1.9459101490553128,5,5
889,520,2016-09-26,21219 Grand Linden Ct Humble Texas,0.4828313737302301,0,4,Humble,Texas,-95.3123538,30.0216391,,,,,,,,,,,,,,,0.0,1.6094379124341005,10,0
890,520,2016-09-26,100 block of 5 Royales Dr Winston Salem (Winston-salem) North Carolina,0.4828313737302301,0,4,Winston Salem (Winston-salem),North Carolina,-80.245255,36.1144304,,,,,,,,,,,,,,,0.0,1.6094379124341005,10,0
891,521,2016-09-29,400 block of Ellis St San Francisco California,0.9010913347279288,1,3,San Francisco,California,-122.41289569999999,37.7848875,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,3
892,522,2016-10-01,3200 block of East Clay Avenue Fresno California,0.4828313737302301,0,4,Fresno,California,-119.77106450000001,36.756575299999994,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
893,522,2016-10-01,17250E Road Pembroke Township Illinois,1.1266065387038702,4,0,Pembroke Township,Illinois,-87.5381426,41.03213270000001,,,,,,,,,,,,,,,1.6094379124341005,0.0,1,5
894,523,2016-10-02,2600 South Flores Street San Antonio Texas,0.9680344001221916,1,4,San Antonio,Texas,-98.50429240000001,29.398441499999997,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,3,4
895,524,2016-10-03,Fourth St and Hennepin Ave Minneapolis Minnesota,0.4828313737302301,0,4,Minneapolis,Minnesota,-93.271348,44.9804419,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
896,525,2016-10-04,3727 Ulloa Street New Orleans Louisiana,1.2999897393843562,3,2,New Orleans,Louisiana,-90.1018231,29.9673972,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,0,8
897,526,2016-10-08,7301 3rd Ave Brooklyn New York,0.4828313737302301,0,4,Brooklyn,New York,-74.0271053,40.6327104,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
898,527,2016-10-09,1696 Arden Way Sacramento California,0.9010913347279288,1,3,Sacramento,California,-121.42762739999999,38.5979369,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,3,4
899,527,2016-10-09,1850 28th Street SE Grand Rapids Michigan,1.1443703995928276,1,8,Grand Rapids,Michigan,-85.62301,42.91211149999999,,,,,,,,,,,,,,,0.6931471805599453,2.19722457733622,1,7
900,528,2016-10-13,2700 block of West Lexington Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.69373,41.872262,,,,,,,,,,,,,,,0.0,1.6094379124341005,5,0
901,529,2016-10-14,3300 block of W Maypole Ave Chicago Illinois,1.0689760711085556,1,6,Chicago,Illinois,-87.7085187,41.88387900000001,,,,,,,,,,,,,,,0.6931471805599453,1.9459101490553128,2,7
902,530,2016-10-15,2918 Rimpau Blvd Los Angeles California,1.8720785336402703,4,11,Los Angeles,California,-118.35078290000001,34.027134000000004,,,,,,,,,,,,,,,1.6094379124341005,2.4849066497880004,0,7
903,530,2016-10-15,7801 East State St Rockford Illinois,1.0227308671603779,1,5,Rockford,Illinois,-88.96278009999996,42.2699348,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,3,4
904,530,2016-10-15,1800 block of St Stephens Road Mobile Alabama,0.5375278407684164,0,5,Mobile,Alabama,-88.0786828,30.702997600000003,,,,,,,,,,,,,,,0.0,1.791759469228055,4,1
905,531,2016-10-17,6700 block of South Winchester Chicago (Englewood) Illinois,0.9680344001221916,1,4,Chicago (Englewood),Illinois,-87.67255909999999,41.7720619,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,5,5
906,532,2016-10-18,325 La Grande Ave San Francisco California,0.4828313737302301,0,4,San Francisco,California,-122.425285,37.7194881,,,,,,,,,,,,,,,0.0,1.6094379124341005,7,0
907,533,2016-10-22,77th and Bancroft Avenues Oakland California,0.6238324625039507,0,7,Oakland,California,-122.17439350000001,37.764028100000004,,,,,,,,,,,,,,,0.0,2.079441541679836,6,7
908,534,2016-10-23,Highway 66 and N 3310 Rd Wellston Oklahoma,1.0227308671603779,1,5,Wellston,Oklahoma,-96.0023638,36.1450958,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,2,10
909,535,2016-10-25,830 Campbell Avenue Southeast Roanoke Virginia,1.184916910403644,2,3,Roanoke,Virginia,-79.93063850000001,37.273144200000004,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,1,11
910,535,2016-10-25,3300 block of Riverside Dr Dayton Ohio,0.9010913347279288,1,3,Dayton,Ohio,-84.2076175,39.7995186,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,8
911,536,2016-10-27,600 block of Moccasin Gap Road Jackson Georgia,1.1266065387038702,4,0,Jackson,Georgia,-83.9905366,33.3840103,,,,,,,,,,,,,,,1.6094379124341005,0.0,2,11
912,537,2016-10-28,Northwest 173rd Terrace and 27th Avenue Miami Gardens Florida,0.4828313737302301,0,4,Miami Gardens,Florida,-80.2449595,25.9322076,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
913,537,2016-10-28,200 block of Lorenz Blvd Jackson Mississippi,0.583773044716594,0,6,Jackson,Mississippi,-90.18204140000002,32.3336946,,,,,,,,,,,,,,,0.0,1.9459101490553128,6,6
914,538,2016-10-29,3500 block of Madison Street Riverside California,0.4828313737302301,0,4,Riverside,California,-117.40556609999999,33.9365942,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
915,538,2016-10-29,1600 block of Century Boulevard Los Angeles California,0.5375278407684164,0,5,Los Angeles,California,-118.30488909999998,33.945279799999994,,,,,,,,,,,,,,,0.0,1.791759469228055,6,4
916,538,2016-10-29,2010 Cornell Ridge Dr Dayton Ohio,0.9010913347279288,1,3,Dayton,Ohio,-84.25158909999998,39.776960700000004,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,3,5
917,539,2016-10-30,2900 block of Aspen Meadow San Antonio Texas,0.5375278407684164,0,5,San Antonio,Texas,-98.606913,29.464628499999996,,,,,,,,,,,,,,,0.0,1.791759469228055,7,3
918,539,2016-10-30,119 First Street Newburgh New York,1.3065564428360932,2,5,Newburgh,New York,-74.0104532,41.502010399999996,,,,,,,,,,,,,,,1.0986122886681098,1.791759469228055,0,11
919,539,2016-10-30,135 Ridge Street New York (Manhattan) New York,0.4828313737302301,0,4,New York (Manhattan),New York,-73.9830138,40.7195832,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
920,539,2016-10-30,6862 Walker Mill Rd Capitol Heights Maryland,1.3862943611198906,3,3,Capitol Heights,Maryland,-76.88979259999998,38.8701849,,,,,,,,,,,,,,,1.3862943611198906,1.3862943611198906,0,11
921,539,2016-10-30,742 Junction Ave Toledo Ohio,0.4828313737302301,0,4,Toledo,Ohio,-83.57685140000002,41.6481091,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
922,540,2016-10-31,700 Block of W 68th St Shreveport Louisiana,0.4828313737302301,0,4,Shreveport,Louisiana,-93.76956690000002,32.4437869,,,,,,,,,,,,,,,0.0,1.6094379124341005,10,0
923,541,2016-11-01,5200 block of Zodiac Rd Memphis Tennessee,1.0227308671603779,1,5,Memphis,Tennessee,-89.95925600000002,35.0057497,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,4,11
924,542,2016-11-02,2111 Bragg Street Little Rock Arkansas,0.9680344001221916,1,4,Little Rock,Arkansas,-92.265982,34.728035999999996,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,4,11
925,543,2016-11-03,234 Cleveland Street Orange New Jersey,1.0986122886681096,2,2,Orange,New Jersey,-74.22703469999998,40.7785985,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,2,14
926,543,2016-11-03,8000 block of S Shore Dr Chicago Illinois,1.0986122886681096,2,2,Chicago,Illinois,-87.5482933,41.7500569,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,2,14
927,544,2016-11-04,5451 Springfield Ave Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.2255151,39.939998700000004,,,,,,,,,,,,,,,0.0,1.6094379124341005,9,0
928,545,2016-11-05,4800 block of North Winthrop Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.658036,41.969431,,,,,,,,,,,,,,,0.0,1.791759469228055,6,4
929,545,2016-11-05,420 14th Street Oakland California,0.6591673732008658,0,8,Oakland,California,-122.27030690000001,37.804235399999996,,,,,,,,,,,,,,,0.0,2.19722457733622,6,6
930,545,2016-11-05,803 Main St Myrtle Beach South Carolina,0.5375278407684164,0,5,Myrtle Beach,South Carolina,-78.8842844,33.6935945,,,,,,,,,,,,,,,0.0,1.791759469228055,6,4
931,545,2016-11-05,10726 Perrin Beitel Rd San Antonio Texas,0.4828313737302301,0,4,San Antonio,Texas,-98.4104982,29.5377032,,,,,,,,,,,,,,,0.0,1.6094379124341005,7,0
932,545,2016-11-05,3135 West Broward Boulevard Fort Lauderdale (Lauderhill) Florida,0.9010913347279288,1,3,Fort Lauderdale (Lauderhill),Florida,-80.18693979999998,26.1217194,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,6,6
933,546,2016-11-09,1800 block of East Brooks Road Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-90.003693,35.0609342,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
934,546,2016-11-09,3400 block of W Monroe Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.71099240000002,41.8795914,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,5
935,546,2016-11-09,1524 3rd Ave Seattle Washington,0.5375278407684164,0,5,Seattle,Washington,-122.33808219999999,47.6104626,,,,,,,,,,,,,,,0.0,1.791759469228055,6,4
936,547,2016-11-10,6610 S Sam Houston Pkwy W Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.4842356,29.6099351,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,5
937,548,2016-11-11,7705 Channelside Street Houston Texas,0.4828313737302301,0,4,Houston,Texas,-95.2830971,29.7172188,,,,,,,,,,,,,,,0.0,1.6094379124341005,10,0
938,549,2016-11-12,2500 Park Avenue Bridgeport Connecticut,0.5375278407684164,0,5,Bridgeport,Connecticut,-73.21409200000002,41.1922434,,,,,,,,,,,,,,,0.0,1.791759469228055,6,4
939,549,2016-11-12,21st St and Cleveland Ave Kansas City Missouri,0.9010913347279288,1,3,Kansas City,Missouri,-94.53823390000001,39.08622370000001,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,2,4
940,549,2016-11-12,8600 block of Ardith Drive Sacramento California,1.0227308671603779,1,5,Sacramento,California,-121.38408329999999,38.456390999999996,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,2,6
941,550,2016-11-13,Conley Street and South Ivey Lane Orlando Florida,0.4828313737302301,0,4,Orlando,Florida,-81.43433770000001,28.5325363,,,,,,,,,,,,,,,0.0,1.6094379124341005,10,0
942,550,2016-11-13,3800 block of Marlborough Avenue San Diego California,1.2999897393843562,3,2,San Diego,California,-117.1057279,32.7477854,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,0,7
943,550,2016-11-13,8000 Midcrown San Antonio Texas,0.4828313737302301,0,4,San Antonio,Texas,-98.38002890000001,29.507477500000004,,,,,,,,,,,,,,,0.0,1.6094379124341005,10,0
944,550,2016-11-13,5105 Cleveland Rd Jacksonville Florida,1.2999897393843562,3,2,Jacksonville,Florida,-81.70597509999997,30.364945000000002,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,0,7
945,551,2016-11-17,160 Longfellow Dyersburg Tennessee,1.1090354888959124,1,7,Dyersburg,Tennessee,-89.36445599999998,36.030066,,,,,,,,,,,,,,,0.6931471805599453,2.079441541679836,2,6
946,552,2016-11-18,5000 block of W Wabansia Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.75120090000001,41.9116011,,,,,,,,,,,,,,,0.0,1.6094379124341005,9,0
947,553,2016-11-22,1068 Harlem Academy Ave Clewiston Florida,0.9680344001221916,1,4,Clewiston,Florida,-80.95310529999998,26.7371249,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,4,7
948,554,2016-11-23,928 Cross Road Olive Branch Mississippi,0.4828313737302301,0,4,Olive Branch,Mississippi,-89.82953149999999,34.961760399999996,,,,,,,,,,,,,,,0.0,1.6094379124341005,7,0
949,555,2016-11-24,77 Central Ave Albany New York,0.9010913347279288,1,3,Albany,New York,-73.76587339999998,42.659195399999994,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,4
950,555,2016-11-24,4501 W Broadway Louisville Kentucky,1.2518599757979068,2,4,Louisville,Kentucky,-85.8277931,38.250731200000004,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,2,8
951,556,2016-11-25,Magnolia St and Felicity St New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.08645,29.944205,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
952,557,2016-11-26,8800 block of S Exchange Ave Chicago Illinois,1.0227308671603779,1,5,Chicago,Illinois,-87.5530568,41.7353719,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,2,7
953,558,2016-11-27,Gregory and Prospect Kansas City Missouri,0.6238324625039507,0,7,Kansas City,Missouri,-94.55689840000001,38.9980331,,,,,,,,,,,,,,,0.0,2.079441541679836,4,4
954,558,2016-11-27,100 block of Bourbon Street New Orleans Louisiana,1.1759785542901753,1,9,New Orleans,Louisiana,-90.06918780000002,29.95420630000001,,,,,,,,,,,,,,,0.6931471805599453,2.302585092994046,1,6
955,559,2016-11-28,300 block of West 2nd Street San Pedro California,0.4828313737302301,0,4,San Pedro,California,-118.28353500000001,33.7423785,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
956,559,2016-11-28,1067 McDonald Avenue Wilmington California,0.4828313737302301,0,4,Wilmington,California,-118.2715054,33.7843593,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
957,559,2016-11-28,1840 West Palma Vista Drive Mission (Palmview) Texas,0.9010913347279288,1,3,Mission (Palmview),Texas,-98.3785397,26.234071500000002,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,3
958,560,2016-11-30,2901 Garrison Blvd Baltimore Maryland,1.2518599757979068,2,4,Baltimore,Maryland,-76.6770866,39.3208039,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,0,9
959,561,2016-12-01,,0.9010913347279288,1,3,Clearlake Oaks,California,-84.389488,33.791638,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,6
960,562,2016-12-02,3 1st Ave Bloomfield New Jersey,0.583773044716594,0,6,Bloomfield,New Jersey,-74.1888347,40.7700508,,,,,,,,,,,,,,,0.0,1.9459101490553128,6,5
961,563,2016-12-03,91st Street and Western Avenue Los Angeles California,0.583773044716594,0,6,Los Angeles,California,-118.30901840000001,33.9545261,,,,,,,,,,,,,,,0.0,1.9459101490553128,6,6
962,564,2016-12-05,1532 Stagecoach Lane Albuquerque New Mexico,1.3345506928718538,4,1,Albuquerque,New Mexico,-106.49099779999999,35.0482007,,,,,,,,,,,,,,,1.6094379124341005,0.6931471805599453,0,13
963,565,2016-12-09,842 Fresno Street Fresno California,0.4828313737302301,0,4,Fresno,California,-119.8034648,36.7276816,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
964,565,2016-12-09,15300 block of Market Channelview Texas,1.1266065387038702,4,0,Channelview,Texas,-95.1146533,29.7760599,,,,,,,,,,,,,,,1.6094379124341005,0.0,2,11
965,566,2016-12-11,1200 block of East Highland Ave Rocky Mount North Carolina,0.4828313737302301,0,4,Rocky Mount,North Carolina,-77.7797605,35.9468943,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
966,566,2016-12-11,3916 South Hanover Street Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.61171139999998,39.2349403,,,,,,,,,,,,,,,0.0,1.791759469228055,6,4
967,566,2016-12-11,4305 N Pine Hills Rd Orlando (Pine Hills) Florida,0.9680344001221916,1,4,Orlando (Pine Hills),Florida,-81.4507728,28.595969300000004,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,3,7
968,566,2016-12-11,192 Knickerbocker Ave Brooklyn New York,0.4828313737302301,0,4,Brooklyn,New York,-73.92718740000002,40.7035537,,,,,,,,,,,,,,,0.0,1.6094379124341005,6,0
969,567,2016-12-12,4800 block of Myrtle Avenue Sacramento California,0.9010913347279288,1,3,Sacramento,California,-121.35276090000002,38.653087400000004,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,3,5
970,568,2016-12-16,4300 block of South Rockwell Chicago Illinois,1.0986122886681096,2,2,Chicago,Illinois,-87.6895198,41.8156081,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,2,8
971,568,2016-12-16,13th and South Kedzie Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.70594489999998,41.880515700000004,,,,,,,,,,,,,,,0.0,1.6094379124341005,7,0
972,569,2016-12-17,4115 N. Tryon Street Charlotte North Carolina,0.4828313737302301,0,4,Charlotte,North Carolina,-80.7965217,35.2579791,,,,,,,,,,,,,,,0.0,1.6094379124341005,7,0
973,569,2016-12-17,100 block of W 105th St Chicago (Roseland) Illinois,1.2542316284596384,5,0,Chicago (Roseland),Illinois,-87.625945,41.7035033,,,,,,,,,,,,,,,1.791759469228055,0.0,1,11
974,570,2016-12-23,4900 block of W Hubbard Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7482263,41.8888521,,,,,,,,,,,,,,,0.0,1.6094379124341005,7,0
975,570,2016-12-23,3813 Richard Arrington Boulevard North Birmingham Alabama,0.9010913347279288,1,3,Birmingham,Alabama,-86.78253930000002,33.5383163,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,5
976,571,2016-12-24,2241 Banks Lane East Wilson North Carolina,1.1266065387038702,4,0,Wilson,North Carolina,-77.87302690000001,35.73131989999999,,,,,,,,,,,,,,,1.6094379124341005,0.0,1,10
977,571,2016-12-24,490 K Ford Rd Madison North Carolina,0.6238324625039507,0,7,Madison,North Carolina,-79.99759159999998,36.4370639,,,,,,,,,,,,,,,0.0,2.079441541679836,6,4
978,572,2016-12-25,4 North 3rd Avenue Mount Vernon New York,1.0227308671603779,1,5,Mount Vernon,New York,-73.83670440000002,40.91249970000001,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,3,7
979,572,2016-12-25,858 US-231 Ozark Alabama,0.4828313737302301,0,4,Ozark,Alabama,-85.6617491,31.449817499999998,,,,,,,,,,,,,,,0.0,1.6094379124341005,8,0
980,572,2016-12-25,8600 block of S Maryland Ave Chicago Illinois,1.4532374265141534,3,4,Chicago,Illinois,-87.60388379999998,41.73833459999999,,,,,,,,,,,,,,,1.3862943611198906,1.6094379124341005,0,10
981,573,2016-12-28,2914 10th Street Columbus Georgia,0.9680344001221916,1,4,Columbus,Georgia,-84.948577,32.464807,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,5,6
982,574,2016-12-30,95 S Turnpike Rd Wallingford Connecticut,1.184916910403644,2,3,Wallingford,Connecticut,-72.8451887,41.449432200000004,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,2,9
983,574,2016-12-30,3230 Possum Run Rd Mansfield Ohio,0.5375278407684164,0,5,Mansfield,Ohio,-82.49780009999998,40.6711999,,,,,,,,,,,,,,,0.0,1.791759469228055,8,1
984,575,2016-12-31,3704 Fannin Street Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.37902820000001,29.7379961,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,6,3
985,575,2016-12-31,27 Briarwood Ct Lenox (El Dorado) Georgia,1.0986122886681096,2,2,Lenox (El Dorado),Georgia,-83.4648845,31.2715768,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,4,7
986,576,2017-01-01,8000 block of NW 14th Ave Miami Florida,0.6238324625039507,0,7,Miami,Florida,-80.2216086,25.848284399999997,,,,,,,,,,,,,,,0.0,2.079441541679836,8,1
987,576,2017-01-01,9220 Skillman Street Dallas Texas,0.9010913347279288,1,3,Dallas,Texas,-96.7143254,32.9021992,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,6,1
988,576,2017-01-01,114 North Greyer Street Winstonville Mississippi,0.5375278407684164,0,5,Winstonville,Mississippi,-90.7514931,33.9139987,,,,,,,,,,,,,,,0.0,1.791759469228055,9,1
989,577,2017-01-03,500 block of Hawthorne Drive Allen Texas,0.4828313737302301,0,4,Allen,Texas,-96.6664498,33.084276,,,,,,,,,,,,,,,0.0,1.6094379124341005,12,0
990,578,2017-01-04,14520 Village Drive Fontana California,1.178350206951907,3,1,Fontana,California,-117.4861745,34.0437426,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,2,8
991,579,2017-01-06,100 Terminal Dr Fort Lauderdale Florida,1.8380046731762325,5,6,Fort Lauderdale,Florida,-80.14354399999998,26.0703315,Fort Lauderdale airport shooting,"Esteban Santiago, 26, flew from Alaska to Fort Lauderdale, where he opened fire in the baggage claim area of the airport, killing five and wounding six before police aprehended him. (Numerous other people were reportedly injured while fleeing during the panic.)",26,Yes,"Among other signs, Santiago had gone to a FBI office in Anchorage and complained that his mind was being controlled by the CIA.",Yes,-,"semiautomatic handgun
",Walther 9mm semi-automatic pistol[,Latino,M,http://www.nytimes.com/2017/01/07/us/esteban-santiago-fort-lauderdale-airport-shooting-.html?_r=0,http://www.nytimes.com/2017/01/07/us/esteban-santiago-fort-lauderdale-airport-shooting-.html?_r=0,Mass,1.791759469228055,1.9459101490553128,0,11
992,579,2017-01-06,100 block of W Claremont St Pasadena California,1.0986122886681096,2,2,Pasadena,California,-118.152891,34.1666645,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,2,8
993,580,2017-01-07,2500 block of Churchill Ave Flint Michigan,0.9010913347279288,1,3,Flint,Michigan,-83.65878570000002,43.03413,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,5,5
994,581,2017-01-11,4200 block of S Talman Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.691135,41.817299,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,6
995,581,2017-01-11,Hawkins Street and Christie Street Newark New Jersey,0.9010913347279288,1,3,Newark,New Jersey,-74.1388467,40.727888899999996,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,4,6
996,582,2017-01-12,500 block of Sunrise St Salinas California,1.0986122886681096,2,2,Salinas,California,-121.61417340000001,36.685208,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,2,9
997,582,2017-01-12,8607 E 61st Terrace Kansas City Missouri,1.2999897393843562,3,2,Kansas City,Missouri,-94.4855691,39.01221839999999,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,1,12
998,583,2017-01-15,6000 block of Church Road Magnolia Mississippi,0.9680344001221916,1,4,Magnolia,Mississippi,-90.5340219,31.12852920000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,5,7
999,583,2017-01-15,County Road Y Capulin Colorado,1.178350206951907,3,1,Capulin,Colorado,-106.10426890000001,37.298152,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,2,9
1000,584,2017-01-16,6011 NW 32nd Ave Miami Florida,0.6591673732008658,0,8,Miami,Florida,-80.2488814,25.8294289,,,,,,,,,,,,,,,0.0,2.19722457733622,10,5
1001,584,2017-01-16,8535 Martin Luther King Boulevard Houston Texas,0.4828313737302301,0,4,Houston,Texas,-95.3361908,29.659047499999996,,,,,,,,,,,,,,,0.0,1.6094379124341005,10,0
1002,585,2017-01-20,4700 block of E Montecito Ave Fresno California,0.4828313737302301,0,4,Fresno,California,-119.74096180000001,36.7340778,,,,,,,,,,,,,,,0.0,1.6094379124341005,10,0
1003,585,2017-01-20,Smart Road Como Mississippi,0.9680344001221916,1,4,Como,Mississippi,-89.7741592,34.533330600000006,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,5,5
1004,586,2017-01-21,500 block of Delta Road Memphis Tennessee,1.0986122886681096,2,2,Memphis,Tennessee,-90.0808349,35.018296299999996,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,2,5
1005,586,2017-01-21,500 NE 2nd St Boynton Beach Florida,0.5375278407684164,0,5,Boynton Beach,Florida,-80.0616617,26.5309038,,,,,,,,,,,,,,,0.0,1.791759469228055,9,2
1006,586,2017-01-21,6510 Tara Blvd Jonesboro Georgia,0.583773044716594,0,6,Jonesboro,Georgia,-84.37207099999998,33.5768877,,,,,,,,,,,,,,,0.0,1.9459101490553128,9,2
1007,587,2017-01-22,2841 Greenbriar Pkwy SW Atlanta Georgia,1.178350206951907,3,1,Atlanta,Georgia,-84.4934528,33.6877868,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,1,7
