rand_ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree,state_indegree,state_outdegree,prox_indegree,prox_outdegree,rand_ind_t,null_indegree,null_outdegree,state_null_indegree,state_null_outdegree,dist_null_indegree,dist_null_outdegree
317,962,2018-11-19,1200 21st Street Denver Colorado,0.9680344001221916,1,4,Denver,Colorado,-104.99056909999999,39.75322360000001,0.6931471805599453,1.6094379124341005,17,16,0,1,0,1,161,21,23,1,0,1,0
318,962,2018-11-19,5100 block of Malcolm St Philadelphia Pennsylvania,1.1266065387038702,4,0,Philadelphia,Pennsylvania,-75.2253042,39.9476905,1.6094379124341005,0.0,16,17,0,1,0,3,161,21,23,2,2,2,6
319,287,2015-07-25,500 block of N. 7th Ave Hopewell Virginia,0.4828313737302301,0,4,Hopewell,Virginia,-77.2941408,37.3058464,0.0,1.6094379124341005,27,24,1,0,3,1,162,22,23,0,0,3,4
320,468,2016-07-13,3000 block of Miami St Saint Louis Missouri,1.0986122886681096,2,2,Saint Louis,Missouri,-90.234406,38.59048,1.0986122886681098,1.0986122886681098,35,27,0,0,1,3,163,21,22,1,0,1,2
321,468,2016-07-13,105 Magnolia Avenue Warner Robins Georgia,0.5375278407684164,0,5,Warner Robins,Georgia,-83.61585699999998,32.643751,0.0,1.791759469228055,36,26,2,1,4,2,163,21,22,0,1,2,2
322,132,2014-10-05,East 7 Mile Road and Sherwood Street Detroit Michigan,1.0227308671603779,1,5,Detroit,Michigan,-83.03404590000002,42.433768,0.6931471805599453,1.791759469228055,18,19,1,1,2,1,164,22,22,1,0,4,6
323,132,2014-10-05,7300 block of Linda Drive Jacksonville Florida,1.178350206951907,3,1,Jacksonville,Florida,-81.6723256,30.387033399999996,1.3862943611198906,0.6931471805599453,19,18,3,0,4,1,164,22,22,4,2,3,1
324,39,2014-04-20,1300 block of Jackson St Montgomery Illinois,0.583773044716594,0,6,Montgomery,Illinois,-88.31043170000002,41.7302378,0.0,1.9459101490553128,23,17,3,3,4,3,165,23,20,2,2,4,4
325,39,2014-04-20,6600 South Michigan Ave Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.62309909999998,41.774825,0.0,1.791759469228055,21,19,2,4,3,4,165,23,20,2,2,5,4
326,39,2014-04-20,2902 N. 32nd St. Tampa Florida,1.0986122886681096,2,2,Tampa,Florida,-82.4252178,27.9693738,1.0986122886681098,1.0986122886681098,22,18,0,0,0,0,165,23,20,4,1,4,1
327,59,2014-06-02,2660 E. 79th St Chicago Illinois,0.6238324625039507,0,7,Chicago,Illinois,-87.5591115,41.7521292,0.0,2.079441541679836,21,17,3,2,5,6,166,25,21,4,1,6,3
328,399,2016-03-05,116 North Mead Wichita Kansas,0.4828313737302301,0,4,Wichita,Kansas,-97.3287243,37.6867959,0.0,1.6094379124341005,27,20,1,1,2,1,167,23,21,1,0,1,1
329,786,2018-01-23,416 High School Rd Benton Kentucky,1.58144366239834,2,14,Benton,Kentucky,-88.3327633,36.9128027,1.0986122886681098,2.7080502011022096,19,17,0,2,5,4,168,23,23,0,0,2,0
330,786,2018-01-23,N 24th St and Ridge Ave Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1739,39.981662799999995,0.0,1.6094379124341005,18,18,0,2,2,3,168,23,23,2,1,3,5
331,25,2014-03-09, 4900 block of West Race Avenue Austin Texas,0.583773044716594,0,6,Austin,Texas,-87.74830899999998,41.890715,0.0,1.9459101490553128,22,22,2,3,7,4,169,20,22,0,2,5,4
332,25,2014-03-09,531 W State St Fremont Ohio,1.178350206951907,3,1,Fremont,Ohio,-83.11653199999998,41.348378000000004,1.3862943611198906,0.6931471805599453,23,21,0,0,9,2,169,20,22,0,1,5,3
333,331,2015-10-06,300 block of North Payson Street Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.64887159999998,39.2919467,0.0,1.791759469228055,26,18,1,0,3,1,170,20,22,0,2,3,4
334,485,2016-08-02,5700 block of Hallandale Beach Blvd Hollywood (West Park) Florida,0.4828313737302301,0,4,Hollywood (West Park),Florida,-80.2003543,25.984201000000002,0.0,1.6094379124341005,23,24,2,2,2,0,171,20,23,3,1,1,0
335,1191,2019-12-08,200 block of W Wintergreen Rd Desoto Texas,1.184916910403644,2,3,Desoto,Texas,-96.85782459999999,32.6180335,1.0986122886681098,1.3862943611198906,23,22,1,2,1,2,172,20,22,1,1,0,2
336,1191,2019-12-08,3801 Washington Ave New Orleans Louisiana,0.9680344001221916,1,4,New Orleans,Louisiana,-90.0989743,29.9489239,0.6931471805599453,1.6094379124341005,22,23,5,2,5,3,172,20,22,0,0,0,1
337,248,2015-05-31,9222 Ardwick Ardmore Road Springdale Maryland,0.9010913347279288,1,3,Springdale,Maryland,-76.846653,38.937582,0.6931471805599453,1.3862943611198906,27,23,3,0,6,4,173,21,21,1,2,4,3
338,248,2015-05-31,16209 block of Laverne Avenue Cleveland Ohio,1.178350206951907,3,1,Cleveland,Ohio,-81.8116973,41.43672900000001,1.3862943611198906,0.6931471805599453,28,22,2,1,5,2,173,21,21,1,0,3,0
339,248,2015-05-31,4669 Bell Road SE Conyers Georgia,1.2999897393843562,3,2,Conyers,Georgia,-84.015627,33.564024100000005,1.3862943611198906,1.0986122886681098,25,25,0,2,1,3,173,21,21,1,3,1,3
340,248,2015-05-31,849 Chapel Street New Haven Connecticut,0.5375278407684164,0,5,New Haven,Connecticut,-72.92508609999999,41.3059614,0.0,1.791759469228055,26,24,0,1,6,5,173,21,21,0,0,3,2
341,1076,2019-06-20,343 Hamilton St Allentown Pennsylvania,0.7193685818395111,0,10,Allentown,Pennsylvania,-75.4629204,40.6050018,0.0,2.3978952727983707,26,39,1,1,3,9,174,24,22,2,0,6,3
342,299,2015-08-10,1700 block of East 10th Street Long Beach California,0.4828313737302301,0,4,Long Beach,California,-118.170906,33.7789722,0.0,1.6094379124341005,22,22,0,3,0,1,175,23,24,0,2,0,2
343,61,2014-06-04,4900 West West End Avenue Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.74818619999998,41.883270399999994,0.6931471805599453,1.3862943611198906,18,18,3,1,5,5,176,23,24,3,2,6,3
344,7,2014-01-16,37 N. 630 West Spanish Fork Utah,1.2542316284596384,5,0,Spanish Fork,Utah,-111.66539709999999,40.1103572,1.791759469228055,0.0,9,23,0,0,0,0,177,22,24,0,0,0,0
345,7,2014-01-16,H St NE and Martin Luther King Blvd Ardmore Oklahoma,1.2518599757979068,2,4,Ardmore,Oklahoma,-97.1177499,34.1763148,1.0986122886681098,1.6094379124341005,10,22,0,0,0,2,177,22,24,0,0,2,0
346,424,2016-04-26,6500 block of Hil-Mar Drive District Heights (Forestville) Maryland,0.9680344001221916,1,4,District Heights (Forestville),Maryland,-76.89541700000002,38.8431713,0.6931471805599453,1.6094379124341005,29,21,1,1,4,1,178,22,25,2,1,4,4
347,27,2014-03-16,S 4th St Beaumont Texas,1.178350206951907,3,1,Beaumont,Texas,-94.11556429999999,30.058844300000004,1.3862943611198906,0.6931471805599453,24,22,3,2,2,3,179,20,25,2,0,2,0
348,27,2014-03-16,4960 Highway 80 West  Waynesboro Georgia,0.4828313737302301,0,4,Waynesboro,Georgia,-81.84742740000002,33.209855,0.0,1.6094379124341005,23,23,0,0,3,4,179,20,25,1,2,1,5
349,557,2016-11-26,8800 block of S Exchange Ave Chicago Illinois,1.0227308671603779,1,5,Chicago,Illinois,-87.5530568,41.7353719,0.6931471805599453,1.791759469228055,25,23,3,4,3,4,180,21,25,1,2,3,4
350,640,2017-04-30,9080 Judicial Dr San Diego California,1.3528016467842707,2,6,San Diego,California,-117.20300490000001,32.8719727,1.0986122886681098,1.9459101490553128,33,21,6,0,4,0,181,21,24,1,4,1,1
351,640,2017-04-30,4104 SW 28th Topeka Kansas,1.3345506928718538,4,1,Topeka,Kansas,-95.7280872,39.016976899999996,1.6094379124341005,0.6931471805599453,32,22,0,1,0,2,181,21,24,0,0,0,1
352,640,2017-04-30,1200 Ken Knight Dr N Jacksonville Florida,0.5375278407684164,0,5,Jacksonville,Florida,-81.7169292,30.3914235,0.0,1.791759469228055,31,23,2,3,1,4,181,21,24,1,1,1,3
353,640,2017-04-30,268 N Sea Green Rd Loris South Carolina,1.0227308671603779,1,5,Loris,South Carolina,-78.9779822,34.10164279999999,0.6931471805599453,1.791759469228055,30,24,0,1,2,1,181,21,24,0,0,1,2
354,1005,2019-02-15,641 Archer Ave Aurora Illinois,1.9459101490553128,6,6,Aurora,Illinois,-88.33273679999998,41.7563683,1.9459101490553128,1.9459101490553128,19,19,1,1,2,1,182,23,24,2,1,3,2
355,12,2014-02-03,2100 block of Bridlewood Dr Franklin Indiana,1.2999897393843562,3,2,Franklin,Indiana,-86.0450037,39.5006693,1.3862943611198906,1.0986122886681098,17,23,0,3,2,7,183,22,26,0,0,3,2
356,441,2016-05-30,3900 block of 44th Sacramento California,0.5375278407684164,0,5,Sacramento,California,-121.4554443,38.5394525,0.0,1.791759469228055,24,29,1,5,1,4,184,22,25,2,5,0,3
357,441,2016-05-30,500 block of East 43rd Street Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.6090597,39.3411856,0.0,1.791759469228055,25,28,1,0,3,7,184,22,25,2,0,4,6
358,783,2018-01-15,14223 NW 156th Pl Alachua Florida,0.5375278407684164,0,5,Alachua,Florida,-82.49714300000002,29.798494,0.0,1.791759469228055,20,18,2,2,1,1,185,23,27,1,1,2,2
359,1019,2019-03-17,900 block of Broad St Augusta Georgia,0.4828313737302301,0,4,Augusta,Georgia,-81.96753840000002,33.4758643,0.0,1.6094379124341005,21,24,1,2,1,4,186,22,26,2,1,4,3
360,1019,2019-03-17,Dennis St Rochelle Georgia,0.9010913347279288,1,3,Rochelle,Georgia,-83.46831490000002,31.9527985,0.6931471805599453,1.3862943611198906,20,25,0,3,1,6,186,22,26,2,1,5,2
361,1019,2019-03-17,600 E Fremont St Las Vegas Nevada,0.4828313737302301,0,4,Las Vegas,Nevada,-115.1389825,36.169076200000006,0.0,1.6094379124341005,19,26,0,1,0,4,186,22,26,0,0,1,2
362,446,2016-06-08,66 Washington St Boston Massachusetts,0.9010913347279288,1,3,Boston,Massachusetts,-71.11994770000003,42.24587879999999,0.6931471805599453,1.3862943611198906,25,34,0,0,3,2,187,21,26,0,0,0,3
363,446,2016-06-08,1300 North Capitol St NW Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-77.00931349999998,38.9074971,0.0,1.6094379124341005,26,33,0,0,4,7,187,21,26,0,0,3,5
364,236,2015-05-10,19th Avenue and South 16th Street Newark New Jersey,0.9010913347279288,1,3,Newark,New Jersey,-74.2099271,40.7313611,0.6931471805599453,1.3862943611198906,27,27,2,1,6,10,188,22,25,0,0,4,2
365,236,2015-05-10,Bostwick Avenue Jersey City New Jersey,0.4828313737302301,0,4,Jersey City,New Jersey,-74.08110359999998,40.7076906,0.0,1.6094379124341005,28,26,3,0,6,9,188,22,25,0,0,5,1
366,236,2015-05-10,3600 block of Bosworth Rd Cleveland Ohio,0.9680344001221916,1,4,Cleveland,Ohio,-81.76485919999998,41.4544155,0.6931471805599453,1.6094379124341005,29,25,2,1,9,3,188,22,25,0,0,0,3
367,115,2014-08-31,200 block of South Q Street  Livermore California,0.5375278407684164,0,5,Livermore,California,-121.777052,37.678336200000004,0.0,1.791759469228055,26,16,3,2,1,0,189,24,25,2,6,1,4
368,811,2018-03-17,2928 W Kentucky St Louisville Kentucky,0.6238324625039507,0,7,Louisville,Kentucky,-85.8023972,38.2436435,0.0,2.079441541679836,18,17,0,0,2,0,190,24,24,0,0,1,2
369,811,2018-03-17,16700 S Halsted St Harvey Illinois,0.4828313737302301,0,4,Harvey,Illinois,-87.63718469999998,41.5867713,0.0,1.6094379124341005,17,18,2,0,5,1,190,24,24,2,0,3,3
370,950,2018-10-30,65th Place and Vermont Avenue Los Angeles California,0.5375278407684164,0,5,Los Angeles,California,-118.2918762,33.9798513,0.0,1.791759469228055,19,17,2,4,3,3,191,24,23,3,4,2,1
371,950,2018-10-30,Woodrow Ave and Reis Ave Vallejo California,1.184916910403644,2,3,Vallejo,California,-122.2320412,38.093305,1.0986122886681098,1.3862943611198906,20,16,3,3,1,0,191,24,23,3,4,2,3
372,348,2015-11-08,13859 8 Mile Road Warren Michigan,0.4828313737302301,0,4,Warren,Michigan,-82.98325190000001,42.4513095,0.0,1.6094379124341005,16,22,0,0,2,4,192,25,23,0,1,3,3
373,348,2015-11-08,4397 NW 6th Drive Des Moines Iowa,0.9010913347279288,1,3,Des Moines,Iowa,-93.6261735,41.6401802,0.6931471805599453,1.3862943611198906,17,21,0,0,0,1,192,25,23,0,0,1,0
374,296,2015-08-07,3182 Airport Rd Barre (Berlin) Vermont,1.1266065387038702,4,0,Barre (Berlin),Vermont,-72.5564206,44.2157967,1.6094379124341005,0.0,19,25,0,0,0,0,193,25,23,0,0,1,0
375,516,2016-09-18,1700 block of Brighton Pl Pittsburgh Pennsylvania,0.4828313737302301,0,4,Pittsburgh,Pennsylvania,-80.0170885,40.4584021,0.0,1.6094379124341005,30,18,2,1,4,1,194,25,23,0,2,4,5
376,516,2016-09-18,3001 Castor Avenue Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.08588999999998,39.9854586,0.0,1.6094379124341005,31,17,3,0,6,2,194,25,23,0,2,4,5
377,516,2016-09-18,421 Rivermont Ave Lynchburg Virginia,0.9010913347279288,1,3,Lynchburg,Virginia,-79.1497806,37.4215797,0.6931471805599453,1.3862943611198906,29,19,1,0,4,3,194,25,23,0,1,4,4
378,1116,2019-08-13,E 38th St and E Roosevelt Ave Tacoma Washington,1.184916910403644,2,3,Tacoma,Washington,-122.398824,47.22308899999999,1.0986122886681098,1.3862943611198906,23,29,1,0,1,0,195,24,28,0,0,0,0
379,625,2017-04-01,100 block of Madoline Street Pittsburg California,0.5375278407684164,0,5,Pittsburg,California,-121.8944371,38.005369,0.0,1.791759469228055,22,26,2,2,2,1,196,24,27,4,4,3,2
380,625,2017-04-01,219 S Howard Ave Tampa Florida,0.9680344001221916,1,4,Tampa,Florida,-82.4832392,27.9420289,0.6931471805599453,1.6094379124341005,21,27,1,2,1,2,196,24,27,1,0,1,0
381,625,2017-04-01,1200 block of N Woodward Avenue Oklahoma City Oklahoma,1.184916910403644,2,3,Oklahoma City,Oklahoma,-97.5756083,35.4804884,1.0986122886681098,1.3862943611198906,20,28,0,0,0,0,196,24,27,0,0,0,0
382,85,2014-07-12,1700 block of Summit Avenue Pasadena California,1.2999897393843562,3,2,Pasadena,California,-118.1473213,34.175069799999996,1.3862943611198906,1.0986122886681098,24,21,4,1,3,1,197,26,27,5,3,2,1
383,199,2015-02-22,4224 Dorchester Road Charleston South Carolina,0.4828313737302301,0,4,Charleston,South Carolina,-80.0054196,32.8541609,0.0,1.6094379124341005,16,16,0,1,2,1,198,25,25,0,0,2,2
384,199,2015-02-22,1706 Godman St. Killeen Texas,1.3345506928718538,4,1,Killeen,Texas,-97.6828546,31.1204647,1.6094379124341005,0.6931471805599453,17,15,0,1,0,1,198,25,25,0,0,0,1
385,199,2015-02-22,281 Lower Pond Court Clarkesville Georgia,1.2999897393843562,3,2,Clarkesville,Georgia,-83.59777530000002,34.631032899999994,1.3862943611198906,1.0986122886681098,15,17,3,2,3,4,198,25,25,2,0,3,3
386,826,2018-04-22,3571 Murfreesboro Pike Antioch Tennessee,1.5424948470398374,4,3,Antioch,Tennessee,-86.61557540000004,36.050593799999994,1.6094379124341005,1.3862943611198906,18,24,0,2,1,2,199,27,24,0,4,2,5
387,826,2018-04-22,1900 block of St Roch Ave New Orleans Louisiana,1.0227308671603779,1,5,New Orleans,Louisiana,-90.05331890000002,29.9769029,0.6931471805599453,1.791759469228055,17,25,2,1,2,1,199,27,24,0,1,0,0
388,527,2016-10-09,1696 Arden Way Sacramento California,0.9010913347279288,1,3,Sacramento,California,-121.42762739999999,38.5979369,0.6931471805599453,1.3862943611198906,22,24,3,5,2,2,200,26,25,5,2,3,1
389,527,2016-10-09,1850 28th Street SE Grand Rapids Michigan,1.1443703995928276,1,8,Grand Rapids,Michigan,-85.62301,42.91211149999999,0.6931471805599453,2.19722457733622,23,23,0,0,3,7,200,26,25,1,1,3,4
390,909,2018-08-25,4 N 18th St Richmond Virginia,0.5375278407684164,0,5,Richmond,Virginia,-77.42750769999998,37.5332835,0.0,1.791759469228055,21,22,0,0,5,1,201,26,24,1,1,3,6
391,909,2018-08-25,1564 9th Ave N Nashville Tennessee,0.9680344001221916,1,4,Nashville,Tennessee,-86.7976719,36.1780592,0.6931471805599453,1.6094379124341005,20,23,2,1,2,4,201,26,24,1,3,3,4
392,306,2015-08-23,1100 block of Kansas Avenue Modesto California,1.1090354888959124,1,7,Modesto,California,-121.02343090000001,37.645770299999995,0.6931471805599453,2.079441541679836,23,24,2,1,0,1,202,25,26,6,2,4,1
393,979,2018-12-28,150 Whetstone Dr Saint Charles Missouri,1.3345506928718538,4,1,Saint Charles,Missouri,-90.563567,38.7811667,1.6094379124341005,0.6931471805599453,16,20,1,0,1,2,203,25,26,0,0,1,2
394,1085,2019-07-01,1200 block of N Luzerne Ave Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.58150129999999,39.3049145,0.0,1.6094379124341005,36,25,1,0,10,3,204,24,26,0,1,4,6
395,947,2018-10-27,5898 Wilkins Ave Pittsburgh Pennsylvania,2.3632671173555506,11,7,Pittsburgh,Pennsylvania,-79.9209317,40.4434749,2.4849066497880004,2.079441541679836,22,17,1,0,0,1,205,23,25,2,2,5,3
396,947,2018-10-27,4275 Lady Slipper Ln Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-89.85024519999996,35.031883799999996,0.0,1.791759469228055,23,16,1,0,2,3,205,23,25,2,2,2,5
397,439,2016-05-23,102 Isabella Avenue Newark New Jersey,0.5375278407684164,0,5,Newark,New Jersey,-74.22093609999997,40.741444,0.0,1.791759469228055,22,31,0,1,1,8,206,23,25,0,0,2,3
398,726,2017-09-26,3200 block of Lyndale Ave Baltimore Maryland,1.0986122886681096,2,2,Baltimore,Maryland,-76.578385,39.31661,1.0986122886681098,1.0986122886681098,24,17,1,0,5,1,207,23,24,1,0,7,5
399,726,2017-09-26,100 block of Pastorius St Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.177497,40.04332700000001,0.6931471805599453,1.3862943611198906,26,15,2,0,8,0,207,23,24,3,2,5,4
400,726,2017-09-26,2531 Chelsea Ave Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-89.97276059999999,35.1741999,0.0,1.6094379124341005,25,16,2,1,2,2,207,23,24,3,1,3,4
401,632,2017-04-15,900 block of N Allen St Banning California,0.4828313737302301,0,4,Banning,California,-116.8617634,33.933506799999996,0.0,1.6094379124341005,26,28,2,6,0,4,208,23,19,4,1,1,0
402,632,2017-04-15,300 block of S Meridian St Indianapolis Indiana,0.4828313737302301,0,4,Indianapolis,Indiana,-86.158672,39.7626383,0.0,1.6094379124341005,29,25,1,0,8,4,208,23,19,0,0,2,3
403,632,2017-04-15,14600 block of Myrtle Avenue Harvey Illinois,0.4828313737302301,0,4,Harvey,Illinois,-87.6526988,41.62428000000001,0.0,1.6094379124341005,27,27,3,2,8,4,208,23,19,0,0,2,2
404,632,2017-04-15,5900 block of Hammond St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.11684629999998,40.039441,0.0,1.6094379124341005,30,24,1,1,1,4,208,23,19,2,1,5,3
405,632,2017-04-15,1480 Center Point Pkwy Birmingham Alabama,0.583773044716594,0,6,Birmingham,Alabama,-86.68666309999998,33.62253510000001,0.0,1.9459101490553128,28,26,0,0,2,0,208,23,19,0,0,5,2
406,632,2017-04-15,311 W  2nd St Rock Falls Illinois,0.4828313737302301,0,4,Rock Falls,Illinois,-89.69427189999998,41.780589299999995,0.0,1.6094379124341005,31,23,4,1,9,1,208,23,19,0,0,4,0
407,1014,2019-03-10,2700 block of San Jacinto Ave Shreveport Louisiana,0.4828313737302301,0,4,Shreveport,Louisiana,-93.7931052,32.4867168,0.0,1.6094379124341005,19,21,1,0,5,1,209,28,20,1,1,1,4
408,1014,2019-03-10,15th St and Market St Denver Colorado,0.9680344001221916,1,4,Denver,Colorado,-104.9994939,39.7489461,0.6931471805599453,1.6094379124341005,18,22,0,0,0,0,209,28,20,0,0,0,0
409,851,2018-06-05,Town Center Pkwy Jacksonville Florida,1.178350206951907,3,1,Jacksonville,Florida,-81.52900279999999,30.2619341,1.3862943611198906,0.6931471805599453,22,38,0,5,0,5,210,27,20,0,2,1,1
410,929,2018-09-24,1528 Ragan St Memphis Tennessee,1.2999897393843562,3,2,Memphis,Tennessee,-90.0094606,35.1043513,1.3862943611198906,1.0986122886681098,21,21,2,1,2,2,211,27,22,4,1,5,2
411,228,2015-04-19,200 block of West Hill Street Richmond Virginia,0.4828313737302301,0,4,Richmond,Virginia,-77.4363791,37.5546145,0.0,1.6094379124341005,21,26,0,0,3,4,212,25,24,1,0,6,3
412,472,2016-07-17,Grand River and McGraw avenue Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.1009443,42.3533894,0.0,1.6094379124341005,33,22,2,0,9,4,213,24,22,1,0,4,1
413,472,2016-07-17,6610 Tidwell Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.3029811,29.8478847,0.6931471805599453,1.3862943611198906,34,21,4,2,4,2,213,24,22,0,2,1,2
414,472,2016-07-17,9611 Airline Hwy Baton Rouge Louisiana,1.5424948470398374,4,3,Baton Rouge,Louisiana,-91.0815902,30.4339145,1.6094379124341005,1.3862943611198906,32,23,2,0,3,0,213,24,22,1,1,1,1
415,960,2018-11-16,4405 W 14th St Little Rock Arkansas,1.178350206951907,3,1,Little Rock,Arkansas,-92.32306740000001,34.7386163,1.3862943611198906,0.6931471805599453,17,17,1,0,3,1,214,25,24,0,1,4,3
416,181,2015-01-11,7665 Chase Road Lakeland Florida,0.9010913347279288,1,3,Lakeland,Florida,-81.9814559,28.139318100000004,0.6931471805599453,1.3862943611198906,16,17,1,0,1,0,215,24,22,1,2,1,2
417,181,2015-01-11,3840 Monterey Hwy San Jose California,0.5375278407684164,0,5,San Jose,California,-121.83900279999999,37.2827119,0.0,1.791759469228055,15,18,3,1,2,1,215,24,22,2,4,1,1
418,181,2015-01-11,1900 block of Gumberry Road Hope Mills North Carolina,1.3065564428360932,2,5,Hope Mills,North Carolina,-78.86533969999998,34.9357206,1.0986122886681098,1.791759469228055,17,16,0,0,2,1,215,24,22,0,1,1,1
419,125,2014-09-20,8297 Curtis Rd Batesville Mississippi,1.0986122886681096,2,2,Batesville,Mississippi,-90.0523771,34.3399627,1.0986122886681098,1.0986122886681098,18,19,1,0,1,1,216,26,22,0,0,5,2
420,428,2016-05-04,16th Avenue North and Newton Avenue North Minneapolis Minnesota,1.1090354888959124,1,7,Minneapolis,Minnesota,-93.30571,44.99522,0.6931471805599453,2.079441541679836,28,25,0,0,0,0,217,26,24,0,0,0,0
421,992,2019-01-20,26133 SW 139th Ave Miami Florida,0.4828313737302301,0,4,Miami,Florida,-80.4201753,25.7415677,0.0,1.6094379124341005,20,19,3,1,0,1,218,26,24,2,1,1,1
422,807,2018-03-09,1300 E Caswell St Wadesboro North Carolina,1.178350206951907,3,1,Wadesboro,North Carolina,-80.05316490000001,34.9626681,1.3862943611198906,0.6931471805599453,15,20,0,1,0,1,219,25,25,1,0,2,0
423,896,2018-08-08,Mercer St and Franklin St Paterson New Jersey,0.4828313737302301,0,4,Paterson,New Jersey,-74.1605273,40.926267700000004,0.0,1.6094379124341005,30,20,1,0,4,4,220,25,25,0,1,3,4
424,896,2018-08-08,North 12th Street and West Huntingdon Street Philadelphia Pennsylvania,1.2518599757979068,2,4,Philadelphia,Pennsylvania,-75.1511562,39.99186629999999,1.0986122886681098,1.6094379124341005,29,21,1,3,3,6,220,25,25,2,1,5,2
425,1001,2019-02-05,538 Hot Wells Blvd San Antonio Texas,1.0986122886681096,2,2,San Antonio,Texas,-98.4589819,29.367952000000002,1.0986122886681098,1.0986122886681098,24,19,2,3,2,2,221,24,27,1,3,1,2
426,664,2017-06-11,3300 block of W Douglas Blvd Chicago Illinois,0.6907755278982137,0,9,Chicago,Illinois,-87.70821009999996,41.86324000000001,0.0,2.302585092994046,21,30,0,4,1,5,222,19,25,0,2,1,2
427,664,2017-06-11,4272 Bonny Oaks Drive Chattanooga Tennessee,0.4828313737302301,0,4,Chattanooga,Tennessee,-85.214014,35.0806465,0.0,1.6094379124341005,20,31,1,0,2,3,222,19,25,1,2,0,2
428,664,2017-06-11,505 Cypress Station Dr Houston Texas,0.4828313737302301,0,4,Houston,Texas,-95.4372863,30.03013409999999,0.0,1.6094379124341005,19,32,2,0,1,0,222,19,25,2,2,3,1
429,631,2017-04-13,30 Anderson Ave SW Atlanta Georgia,0.9010913347279288,1,3,Atlanta,Georgia,-84.44602440000001,33.75383160000001,0.6931471805599453,1.3862943611198906,26,28,0,0,2,1,223,20,25,0,0,1,1
430,54,2014-05-23,9541 Flower Street Bellflower California,1.0986122886681096,2,2,Bellflower,California,-118.1303257,33.8821979,1.0986122886681098,1.0986122886681098,17,19,2,4,1,3,224,20,24,1,3,0,3
431,54,2014-05-23,6200 block of Eads Street New Orleans Louisiana,1.1090354888959124,1,7,New Orleans,Louisiana,-90.0507377,30.0227315,0.6931471805599453,2.079441541679836,18,18,0,0,0,1,224,20,24,1,0,1,0
432,54,2014-05-23,840 Embarcadero Del Norte Goleta (Isla Vista) California,1.7857739119047358,4,8,Goleta (Isla Vista),California,-119.85507720000001,34.414239200000004,1.6094379124341005,2.19722457733622,19,17,3,3,2,2,224,20,24,1,3,2,2
433,1174,2019-11-10,3000 block of W 12th St Little Rock Arkansas,0.4828313737302301,0,4,Little Rock,Arkansas,-92.3071048,34.740191499999995,0.0,1.6094379124341005,19,20,0,1,1,3,225,22,22,1,0,2,1
434,1174,2019-11-10,4704 Independence Ave Kansas City Missouri,0.4828313737302301,0,4,Kansas City,Missouri,-94.5270146,39.1056299,0.0,1.6094379124341005,21,18,0,0,0,0,225,22,22,0,1,0,1
435,1174,2019-11-10,2080 E. Brooks Rd Memphis Tennessee,0.9680344001221916,1,4,Memphis,Tennessee,-89.9943897,35.0610984,0.6931471805599453,1.6094379124341005,20,19,0,0,1,3,225,22,22,1,1,3,1
436,730,2017-10-03,2051 NW 65th St Miami Florida,0.4828313737302301,0,4,Miami,Florida,-80.23101489999998,25.833879800000002,0.0,1.6094379124341005,26,18,0,2,0,1,226,24,24,2,3,2,3
437,559,2016-11-28,1067 McDonald Avenue Wilmington California,0.4828313737302301,0,4,Wilmington,California,-118.2715054,33.7843593,0.0,1.6094379124341005,23,24,3,4,2,2,227,22,24,3,1,2,1
438,559,2016-11-28,300 block of West 2nd Street San Pedro California,0.4828313737302301,0,4,San Pedro,California,-118.28353500000001,33.7423785,0.0,1.6094379124341005,22,25,2,5,1,3,227,22,24,3,1,3,0
439,559,2016-11-28,1840 West Palma Vista Drive Mission (Palmview) Texas,0.9010913347279288,1,3,Mission (Palmview),Texas,-98.3785397,26.234071500000002,0.6931471805599453,1.3862943611198906,24,23,3,1,1,0,227,22,24,2,2,1,0
440,1086,2019-07-02,6250 Page Ave Saint Louis (Wellston) Missouri,0.4828313737302301,0,4,Saint Louis (Wellston),Missouri,-90.2935766,38.6712314,0.0,1.6094379124341005,36,25,0,2,2,2,228,24,25,1,0,1,1
