ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,p_class,lonlat
1225,708,2017-08-21,Fabyan Place Newark New Jersey,0.4828313737302301,0,4,Newark,New Jersey,-74.2220987,40.715435299999996,0.0,1.6094379124341005,1,"[-74.2220987, 40.715435299999996]"
1226,709,2017-08-22,300 block of N Central Ave Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.76546499999998,41.885933,0.0,1.6094379124341005,1,"[-87.76546499999998, 41.885933]"
1227,710,2017-08-24,10400 block of Balmoral Dr Saint Louis Missouri,1.1266065387038702,4,0,Saint Louis,Missouri,-90.2010733,38.754081,1.6094379124341005,0.0,3,"[-90.2010733, 38.754081]"
1228,711,2017-08-25,1600 NE 8th Ave Gainesville Florida,0.4828313737302301,0,4,Gainesville,Florida,-82.3046371,29.6592262,0.0,1.6094379124341005,1,"[-82.3046371, 29.6592262]"
1229,712,2017-08-27,1127 Chestnut St Evansville Indiana,0.9010913347279288,1,3,Evansville,Indiana,-87.5601723,37.973151,0.6931471805599453,1.3862943611198906,2,"[-87.5601723, 37.973151]"
1230,712,2017-08-27,7760 24th St Sacramento California,0.9680344001221916,1,4,Sacramento,California,-121.48151200000001,38.47505,0.6931471805599453,1.6094379124341005,2,"[-121.48151200000001, 38.47505]"
1231,713,2017-08-28,701 N Main St Clovis New Mexico,1.2518599757979068,2,4,Clovis,New Mexico,-103.2044978,34.4051816,1.0986122886681098,1.6094379124341005,3,"[-103.2044978, 34.4051816]"
1232,714,2017-09-02,8300 block of S Hermitage Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.66709039999998,41.74276,0.6931471805599453,1.3862943611198906,2,"[-87.66709039999998, 41.74276]"
1233,714,2017-09-02,8008 Watterson Trl Louisville Kentucky,0.4828313737302301,0,4,Louisville,Kentucky,-85.621938,38.180619,0.0,1.6094379124341005,1,"[-85.621938, 38.180619]"
1234,715,2017-09-03,10100 block of S Firmona Ave Inglewood California,1.184916910403644,2,3,Inglewood,California,-118.3566749,33.9443865,1.0986122886681098,1.3862943611198906,3,"[-118.3566749, 33.9443865]"
1235,716,2017-09-04,1000 block of Bellwood Ave Bellwood Illinois,0.4828313737302301,0,4,Bellwood,Illinois,-87.87827680000002,41.8741981,0.0,1.6094379124341005,1,"[-87.87827680000002, 41.8741981]"
1236,717,2017-09-06,2700 block of Madison Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.694119,41.881369899999996,0.0,1.6094379124341005,1,"[-87.694119, 41.881369899999996]"
1237,718,2017-09-09,Kings Bend Road Selma Alabama,0.4828313737302301,0,4,Selma,Alabama,-87.02871499999998,32.3944732,0.0,1.6094379124341005,1,"[-87.02871499999998, 32.3944732]"
1238,719,2017-09-10,2101 N Claiborne Ave New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.05837890000002,29.9736728,0.6931471805599453,1.3862943611198906,2,"[-90.05837890000002, 29.9736728]"
1239,719,2017-09-10,1712 West Spring Creek Parkway Plano Texas,1.819753719263816,9,1,Plano,Texas,-96.7275947,33.0565114,2.302585092994046,0.6931471805599453,4,"[-96.7275947, 33.0565114]"
1240,720,2017-09-13,3100 block of N 2nd St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1332171,39.9973235,0.0,1.6094379124341005,1,"[-75.1332171, 39.9973235]"
1241,720,2017-09-13,400 block of S Duke St York Pennsylvania,0.4828313737302301,0,4,York,Pennsylvania,-76.722985,39.957359999999994,0.0,1.6094379124341005,1,"[-76.722985, 39.957359999999994]"
1242,720,2017-09-13,14626 S Jackson Rd Rockford Washington,0.9010913347279288,1,3,Rockford,Washington,-117.19669590000001,47.519534,0.6931471805599453,1.3862943611198906,2,"[-117.19669590000001, 47.519534]"
1243,720,2017-09-13,1000 block of Morehead St Memphis Tennessee,1.0227308671603779,1,5,Memphis,Tennessee,-90.02512109999998,35.1680474,0.6931471805599453,1.791759469228055,3,"[-90.02512109999998, 35.1680474]"
1244,721,2017-09-16,920 Lady Street Columbia South Carolina,0.6591673732008658,0,8,Columbia,South Carolina,-81.03768670000002,34.001302200000005,0.0,2.19722457733622,2,"[-81.03768670000002, 34.001302200000005]"
1245,722,2017-09-17,300 Mistletoe St Petersburg Virginia,0.9680344001221916,1,4,Petersburg,Virginia,-77.4049063,37.21673610000001,0.6931471805599453,1.6094379124341005,2,"[-77.4049063, 37.21673610000001]"
1246,722,2017-09-17,5000 block of Stanton Street Detroit Michigan,0.9010913347279288,1,3,Detroit,Michigan,-83.0905192,42.3497679,0.6931471805599453,1.3862943611198906,2,"[-83.0905192, 42.3497679]"
1247,723,2017-09-20,4300 block of 23rd Ct Gary Indiana,0.5375278407684164,0,5,Gary,Indiana,-87.39067659999998,41.575605700000004,0.0,1.791759469228055,2,"[-87.39067659999998, 41.575605700000004]"
1248,724,2017-09-23,1164 Albany Ave Hartford Connecticut,1.0986122886681096,2,2,Hartford,Connecticut,-72.6958082,41.7821945,1.0986122886681098,1.0986122886681098,3,"[-72.6958082, 41.7821945]"
1249,724,2017-09-23,Seminary St and Jackson St Danville Illinois,0.5375278407684164,0,5,Danville,Illinois,-87.62727749999998,40.1303411,0.0,1.791759469228055,2,"[-87.62727749999998, 40.1303411]"
1250,724,2017-09-23,818 Real Rd Bakersfield California,0.9680344001221916,1,4,Bakersfield,California,-119.0432433,35.3657935,0.6931471805599453,1.6094379124341005,2,"[-119.0432433, 35.3657935]"
1251,725,2017-09-24,6000 block of Hoover Dr Mays Landing New Jersey,0.9010913347279288,1,3,Mays Landing,New Jersey,-74.7662728,39.4511646,0.6931471805599453,1.3862943611198906,2,"[-74.7662728, 39.4511646]"
1252,725,2017-09-24,1226 E Fayette St Syracuse New York,0.4828313737302301,0,4,Syracuse,New York,-76.1304325,43.0481311,0.0,1.6094379124341005,1,"[-76.1304325, 43.0481311]"
1253,725,2017-09-24,3890 Pin Hook Rd Antioch Tennessee,1.1443703995928276,1,8,Antioch,Tennessee,-86.58308000000002,36.0468068,0.6931471805599453,2.19722457733622,3,"[-86.58308000000002, 36.0468068]"
1254,725,2017-09-24,500 block of E. Patapsco Avenue Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.6039184,39.2368193,0.0,1.6094379124341005,1,"[-76.6039184, 39.2368193]"
1255,726,2017-09-26,3200 block of Lyndale Ave Baltimore Maryland,1.0986122886681096,2,2,Baltimore,Maryland,-76.578385,39.31661,1.0986122886681098,1.0986122886681098,3,"[-76.578385, 39.31661]"
1256,726,2017-09-26,2531 Chelsea Ave Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-89.97276059999999,35.1741999,0.0,1.6094379124341005,1,"[-89.97276059999999, 35.1741999]"
1257,726,2017-09-26,100 block of Pastorius St Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.177497,40.04332700000001,0.6931471805599453,1.3862943611198906,2,"[-75.177497, 40.04332700000001]"
1258,727,2017-09-28,2001 N Rocheblave St New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.06478680000002,29.981489899999996,0.6931471805599453,1.3862943611198906,2,"[-90.06478680000002, 29.981489899999996]"
1259,728,2017-09-30,800 block of Kerr Avenue Memphis Tennessee,0.9010913347279288,1,3,Memphis,Tennessee,-90.0358906,35.1071634,0.6931471805599453,1.3862943611198906,2,"[-90.0358906, 35.1071634]"
1260,729,2017-10-01,3950 Las Vegas Blvd S Las Vegas Nevada,4.693434158178778,59,441,Las Vegas,Nevada,-115.1763365,36.09339170000001,4.0943445622220995,6.091309882077698,6,"[-115.1763365, 36.09339170000001]"
1261,729,2017-10-01,1000 block of Massachusetts St Lawrence Kansas,1.2999897393843562,3,2,Lawrence,Kansas,-95.235711,38.9654625,1.3862943611198906,1.0986122886681098,3,"[-95.235711, 38.9654625]"
1262,730,2017-10-03,2051 NW 65th St Miami Florida,0.4828313737302301,0,4,Miami,Florida,-80.23101489999998,25.833879800000002,0.0,1.6094379124341005,1,"[-80.23101489999998, 25.833879800000002]"
1263,731,2017-10-05,400 block of W 13th Street Casa Grande Arizona,1.1266065387038702,4,0,Casa Grande,Arizona,-111.757291,32.885415,1.6094379124341005,0.0,3,"[-111.757291, 32.885415]"
1264,732,2017-10-06,8000 block of S Marshfield Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.66494890000001,41.748351,0.0,1.791759469228055,2,"[-87.66494890000001, 41.748351]"
1265,733,2017-10-07,87th Ave and Thomas Rd Phoenix Arizona,0.4828313737302301,0,4,Phoenix,Arizona,-112.2464783,33.479751,0.0,1.6094379124341005,1,"[-112.2464783, 33.479751]"
1266,734,2017-10-09,3352 Old Spanish Trail Houston Texas,0.5375278407684164,0,5,Houston,Texas,-95.372159,29.7011907,0.0,1.791759469228055,2,"[-95.372159, 29.7011907]"
1267,735,2017-10-10,25th St and Treat Ave San Francisco California,0.4828313737302301,0,4,San Francisco,California,-122.4128627,37.7509769,0.0,1.6094379124341005,1,"[-122.4128627, 37.7509769]"
1268,736,2017-10-11,15497 SR 93 Pedro Ohio,1.1266065387038702,4,0,Pedro,Ohio,-82.6423305,38.7082949,1.6094379124341005,0.0,3,"[-82.6423305, 38.7082949]"
1269,737,2017-10-12,6 Asbury Ct Aliso Viejo California,1.0986122886681096,2,2,Aliso Viejo,California,-117.73575670000001,33.567506200000004,1.0986122886681098,1.0986122886681098,3,"[-117.73575670000001, 33.567506200000004]"
1270,738,2017-10-15,107th Ave and Camelback Rd Phoenix Arizona,0.9010913347279288,1,3,Phoenix,Arizona,-112.2900132,33.5081755,0.6931471805599453,1.3862943611198906,2,"[-112.2900132, 33.5081755]"
1271,738,2017-10-15,6233 Gulfton St Houston Texas,1.0986122886681096,2,2,Houston,Texas,-95.49150440000001,29.715975800000002,1.0986122886681098,1.0986122886681098,3,"[-95.49150440000001, 29.715975800000002]"
1272,739,2017-10-16,5th Street Meridian Mississippi,0.9010913347279288,1,3,Meridian,Mississippi,-88.71413340000002,32.361028399999995,0.6931471805599453,1.3862943611198906,2,"[-88.71413340000002, 32.361028399999995]"
1273,740,2017-10-17,181 Martense St Brooklyn New York,0.4828313737302301,0,4,Brooklyn,New York,-73.95287320000001,40.6516373,0.0,1.6094379124341005,1,"[-73.95287320000001, 40.6516373]"
1274,741,2017-10-18,2111 Emmorton Park Rd Edgewood Maryland,1.3862943611198906,3,3,Edgewood,Maryland,-76.30990440000002,39.4520375,1.3862943611198906,1.3862943611198906,3,"[-76.30990440000002, 39.4520375]"
1275,742,2017-10-21,400 Block of E Nordica St Tampa Florida,0.4828313737302301,0,4,Tampa,Florida,-82.45660769999998,27.9781718,0.0,1.6094379124341005,1,"[-82.45660769999998, 27.9781718]"
1276,742,2017-10-21,1200 block of W Carlas Ln Chester Pennsylvania,0.4828313737302301,0,4,Chester,Pennsylvania,-75.38260720000002,39.8470906,0.0,1.6094379124341005,1,"[-75.38260720000002, 39.8470906]"
1277,742,2017-10-21,1277 12th Ave S Nashville Tennessee,0.4828313737302301,0,4,Nashville,Tennessee,-86.78853000000002,36.14142700000001,0.0,1.6094379124341005,1,"[-86.78853000000002, 36.14142700000001]"
1278,742,2017-10-21,164 E Eubanks St Jacksonville Florida,0.4828313737302301,0,4,Jacksonville,Florida,-81.62233520000002,30.48471210000001,0.0,1.6094379124341005,1,"[-81.62233520000002, 30.48471210000001]"
1279,743,2017-10-22,1606 19th St Sw Lanett Alabama,1.3928610645716275,2,7,Lanett,Alabama,-85.2437375,32.843919899999996,1.0986122886681098,2.079441541679836,3,"[-85.2437375, 32.843919899999996]"
1280,743,2017-10-22,Wethersfield Avenue and Elliott Street Hartford Connecticut,0.4828313737302301,0,4,Hartford,Connecticut,-72.673327,41.7464242,0.0,1.6094379124341005,1,"[-72.673327, 41.7464242]"
1281,744,2017-10-23,13000 block of Anchor Village Clearlake Oaks California,1.184916910403644,2,3,Clearlake Oaks,California,-122.6610864,39.024205200000004,1.0986122886681098,1.3862943611198906,3,"[-122.6610864, 39.024205200000004]"
1282,745,2017-10-27,1100 block of Fillmore San Francisco California,0.4828313737302301,0,4,San Francisco,California,-122.4317277,37.77988679999999,0.0,1.6094379124341005,1,"[-122.4317277, 37.77988679999999]"
1283,745,2017-10-27,1716 Prentice St Louisville Kentucky,0.583773044716594,0,6,Louisville,Kentucky,-85.78430139999998,38.2409351,0.0,1.9459101490553128,2,"[-85.78430139999998, 38.2409351]"
1284,746,2017-10-28,N Sycamore St and Franklin Petersburg Virginia,0.9010913347279288,1,3,Petersburg,Virginia,-77.4035777,37.2285381,0.6931471805599453,1.3862943611198906,2,"[-77.4035777, 37.2285381]"
1285,746,2017-10-28,1327 N Huron St Toledo Ohio,0.4828313737302301,0,4,Toledo,Ohio,-83.52203370000002,41.661828899999996,0.0,1.6094379124341005,1,"[-83.52203370000002, 41.661828899999996]"
1286,747,2017-10-29,5500 block of Ave F Austin Texas,0.9010913347279288,1,3,Austin,Texas,-97.7198499,30.3200348,0.6931471805599453,1.3862943611198906,2,"[-97.7198499, 30.3200348]"
1287,748,2017-11-03,27600 block of Mirmar Street Lacombe Louisiana,0.9680344001221916,1,4,Lacombe,Louisiana,-89.9421959,30.30983710000001,0.6931471805599453,1.6094379124341005,2,"[-89.9421959, 30.30983710000001]"
1288,748,2017-11-03,147 Roosevelt Ave Buffalo New York,0.4828313737302301,0,4,Buffalo,New York,-78.8079851,42.933670299999996,0.0,1.6094379124341005,1,"[-78.8079851, 42.933670299999996]"
1289,748,2017-11-03,E 163rd St and S Main St Gardena California,0.4828313737302301,0,4,Gardena,California,-118.275879,33.88386750000001,0.0,1.6094379124341005,1,"[-118.275879, 33.88386750000001]"
1290,748,2017-11-03,10th Ave S and E 24th St Minneapolis Minnesota,0.4828313737302301,0,4,Minneapolis,Minnesota,-93.26002790000001,44.95912620000001,0.0,1.6094379124341005,1,"[-93.26002790000001, 44.95912620000001]"
1291,749,2017-11-04,1515 Ocean Avenue Santa Monica California,0.9010913347279288,1,3,Santa Monica,California,-118.4954743,34.0125175,0.6931471805599453,1.3862943611198906,2,"[-118.4954743, 34.0125175]"
1292,749,2017-11-04,2810 Market St Youngstown Ohio,0.4828313737302301,0,4,Youngstown,Ohio,-80.6582258,41.0710585,0.0,1.6094379124341005,1,"[-80.6582258, 41.0710585]"
1293,749,2017-11-04,N Lamar Blvd and Masterson Pass Austin Texas,0.4828313737302301,0,4,Austin,Texas,-97.6924185,30.371209999999998,0.0,1.6094379124341005,1,"[-97.6924185, 30.371209999999998]"
1294,750,2017-11-05,216 4th St Sutherland Springs Texas,3.245899888439669,27,20,Sutherland Springs,Texas,-98.0563429,29.2732182,3.332204510175204,3.0445224377234235,6,"[-98.0563429, 29.2732182]"
1295,751,2017-11-09,1800 block of Ringgold Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1859671,39.9301445,0.0,1.6094379124341005,1,"[-75.1859671, 39.9301445]"
1296,752,2017-11-10,193 Olive Rd Dayton (Trotwood) Ohio,0.4828313737302301,0,4,Dayton (Trotwood),Ohio,-84.2925357,39.749218400000004,0.0,1.6094379124341005,1,"[-84.2925357, 39.749218400000004]"
1297,753,2017-11-11,2835 Bragg Blvd Fayetteville North Carolina,1.0227308671603779,1,5,Fayetteville,North Carolina,-78.9278076,35.073678799999996,0.6931471805599453,1.791759469228055,3,"[-78.9278076, 35.073678799999996]"
1298,753,2017-11-11,Forstall Street and Burgundy Street New Orleans Louisiana,1.0227308671603779,1,5,New Orleans,Louisiana,-90.02212089999998,29.960261699999997,0.6931471805599453,1.791759469228055,3,"[-90.02212089999998, 29.960261699999997]"
1299,753,2017-11-11,2532 Martin Luther King Jr Blvd Dallas Texas,0.9010913347279288,1,3,Dallas,Texas,-96.770683,32.7666882,0.6931471805599453,1.3862943611198906,2,"[-96.770683, 32.7666882]"
1300,754,2017-11-12,50 Lower Alabama St Atlanta Georgia,1.0986122886681096,2,2,Atlanta,Georgia,-84.38986589999998,33.751539,1.0986122886681098,1.0986122886681098,3,"[-84.38986589999998, 33.751539]"
1301,754,2017-11-12,S Calvin Ave Fresno California,0.5375278407684164,0,5,Fresno,California,-119.7342994,36.681821,0.0,1.791759469228055,2,"[-119.7342994, 36.681821]"
1302,754,2017-11-12,4601 Melton Rd Gary Indiana,0.6238324625039507,0,7,Gary,Indiana,-87.2812842,41.5949857,0.0,2.079441541679836,2,"[-87.2812842, 41.5949857]"
1303,755,2017-11-14,900 Block of View Dr Richmond California,1.0986122886681096,2,2,Richmond,California,-122.313528,37.977882,1.0986122886681098,1.0986122886681098,3,"[-122.313528, 37.977882]"
1304,755,2017-11-14,17357 Stagecoach Rd Corning California,2.13162191157718,6,12,Corning,California,-122.3930903,40.01874779999999,1.9459101490553128,2.5649493574615367,5,"[-122.3930903, 40.01874779999999]"
1305,756,2017-11-16,1400 block of 15th Street Columbus Georgia,0.6238324625039507,0,7,Columbus,Georgia,-84.97139179999998,32.4741814,0.0,2.079441541679836,2,"[-84.97139179999998, 32.4741814]"
1306,757,2017-11-17,900 Block of Mississippi St New Iberia Louisiana,0.4828313737302301,0,4,New Iberia,Louisiana,-91.8412516,30.011329200000002,0.0,1.6094379124341005,1,"[-91.8412516, 30.011329200000002]"
1307,758,2017-11-18,3600 block of Emerson Avenue North Minneapolis Minnesota,0.4828313737302301,0,4,Minneapolis,Minnesota,-93.293968,45.02048900000001,0.0,1.6094379124341005,1,"[-93.293968, 45.02048900000001]"
1308,759,2017-11-24,11618 Buckeye Rd Cleveland Ohio,1.0227308671603779,1,5,Cleveland,Ohio,-81.60217770000001,41.48071470000001,0.6931471805599453,1.791759469228055,3,"[-81.60217770000001, 41.48071470000001]"
1309,759,2017-11-24,119 Martin Street Brookhaven Mississippi,1.0689760711085556,1,6,Brookhaven,Mississippi,-90.4406506,31.5790588,0.6931471805599453,1.9459101490553128,3,"[-90.4406506, 31.5790588]"
1310,760,2017-11-30,11000 block of Gunston Detroit Michigan,0.9680344001221916,1,4,Detroit,Michigan,-82.9936178,42.4080933,0.6931471805599453,1.6094379124341005,2,"[-82.9936178, 42.4080933]"
1311,761,2017-12-02,5200 Woodward Avenue Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.06436550000002,42.359442200000004,0.0,1.6094379124341005,1,"[-83.06436550000002, 42.359442200000004]"
1312,762,2017-12-03,656 Marshall Ave Memphis Tennessee,0.9010913347279288,1,3,Memphis,Tennessee,-90.0388881,35.1402364,0.6931471805599453,1.3862943611198906,2,"[-90.0388881, 35.1402364]"
1313,763,2017-12-04,7200 block of Everton St Pittsburgh Pennsylvania,1.0986122886681096,2,2,Pittsburgh,Pennsylvania,-79.89336469999998,40.4631804,1.0986122886681098,1.0986122886681098,3,"[-79.89336469999998, 40.4631804]"
1314,764,2017-12-06,4620 N Broadway Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.6579306,41.9658331,0.0,1.6094379124341005,1,"[-87.6579306, 41.9658331]"
1315,765,2017-12-09,Proctor St Boston Massachusetts,0.4828313737302301,0,4,Boston,Massachusetts,-71.06916170000002,42.3269401,0.0,1.6094379124341005,1,"[-71.06916170000002, 42.3269401]"
1316,766,2017-12-12,1301 Rivercrest Ln Garland Texas,0.4828313737302301,0,4,Garland,Texas,-96.6059777,32.924382,0.0,1.6094379124341005,1,"[-96.6059777, 32.924382]"
1317,766,2017-12-12,17th and Gallagher Streets Louisville Kentucky,0.4828313737302301,0,4,Louisville,Kentucky,-85.78066,38.2386269,0.0,1.6094379124341005,1,"[-85.78066, 38.2386269]"
1318,767,2017-12-13,200 block of E Barthman Ave Columbus Ohio,0.9010913347279288,1,3,Columbus,Ohio,-82.98999769999998,39.924093299999996,0.6931471805599453,1.3862943611198906,2,"[-82.98999769999998, 39.924093299999996]"
1319,768,2017-12-15,13041 Jouett Street Pacoima California,0.5375278407684164,0,5,Pacoima,California,-118.41720020000001,34.265919,0.0,1.791759469228055,2,"[-118.41720020000001, 34.265919]"
1320,769,2017-12-16,Ferguson Rd Mc Cool (Mccool) Mississippi,0.4828313737302301,0,4,Mc Cool (Mccool),Mississippi,-89.34507029999996,33.2020707,0.0,1.6094379124341005,1,"[-89.34507029999996, 33.2020707]"
1321,770,2017-12-21,1500 block of N University Avenue Lafayette Louisiana,0.4828313737302301,0,4,Lafayette,Louisiana,-92.0347239,30.24931389999999,0.0,1.6094379124341005,1,"[-92.0347239, 30.24931389999999]"
1322,770,2017-12-21,6600 block of Dorel St Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.227874,39.9180218,0.6931471805599453,1.3862943611198906,2,"[-75.227874, 39.9180218]"
1323,771,2017-12-23,3rd Ave N and 9th St N Birmingham Alabama,0.4828313737302301,0,4,Birmingham,Alabama,-86.822006,33.509112,0.0,1.6094379124341005,1,"[-86.822006, 33.509112]"
1324,771,2017-12-23,100 block of City Avenue Eunice Louisiana,0.9010913347279288,1,3,Eunice,Louisiana,-92.404098,30.484400300000004,0.6931471805599453,1.3862943611198906,2,"[-92.404098, 30.484400300000004]"
1325,772,2017-12-24,100 block of Chapman St Troy Alabama,0.9680344001221916,1,4,Troy,Alabama,-85.96004359999998,31.809006300000004,0.6931471805599453,1.6094379124341005,2,"[-85.96004359999998, 31.809006300000004]"
1326,772,2017-12-24,1111 Mulberry Street Vicksburg Mississippi,0.5375278407684164,0,5,Vicksburg,Mississippi,-90.8828689,32.351697200000004,0.0,1.791759469228055,2,"[-90.8828689, 32.351697200000004]"
1327,773,2017-12-26,NW 18th Ave and 86th Ter Miami Florida,0.5375278407684164,0,5,Miami,Florida,-80.2276661,25.8532542,0.0,1.791759469228055,2,"[-80.2276661, 25.8532542]"
1328,774,2017-12-27,3750 E Bonanza Rd Las Vegas Nevada,1.0986122886681096,2,2,Las Vegas,Nevada,-115.09423400000001,36.175356,1.0986122886681098,1.0986122886681098,3,"[-115.09423400000001, 36.175356]"
1329,775,2017-12-31,635 Wall St Long Branch New Jersey,1.1266065387038702,4,0,Long Branch,New Jersey,-74.0031348,40.292499,1.6094379124341005,0.0,3,"[-74.0031348, 40.292499]"
1330,775,2017-12-31,2335 Howard St Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.6890913,42.019447,0.0,1.6094379124341005,1,"[-87.6890913, 42.019447]"
1331,775,2017-12-31,3404 E County Line Rd Littleton (Highlands Ranch) Colorado,1.3528016467842707,2,6,Littleton (Highlands Ranch),Colorado,-104.9489791,39.565072,1.0986122886681098,1.9459101490553128,3,"[-104.9489791, 39.565072]"
1332,776,2018-01-01,2025 Sparkman Dr NW Huntsville Alabama,0.9010913347279288,1,3,Huntsville,Alabama,-86.59455670000001,34.7628076,0.6931471805599453,1.3862943611198906,2,"[-86.59455670000001, 34.7628076]"
1333,777,2018-01-04,615 W 6th St Brinkley Arkansas,0.9010913347279288,1,3,Brinkley,Arkansas,-91.1988622,34.9037321,0.6931471805599453,1.3862943611198906,2,"[-91.1988622, 34.9037321]"
1334,778,2018-01-05,6168 US 49 Hattiesburg Mississippi,0.583773044716594,0,6,Hattiesburg,Mississippi,-89.3285078,31.3268935,0.0,1.9459101490553128,2,"[-89.3285078, 31.3268935]"
1335,779,2018-01-07,5225 W Broward Blvd Plantation Florida,0.4828313737302301,0,4,Plantation,Florida,-80.2188382,26.1219053,0.0,1.6094379124341005,1,"[-80.2188382, 26.1219053]"
1336,779,2018-01-07,US-29 Union Springs Alabama,1.0227308671603779,1,5,Union Springs,Alabama,-85.71344769999997,32.1443156,0.6931471805599453,1.791759469228055,3,"[-85.71344769999997, 32.1443156]"
1337,780,2018-01-11,St Robert Outer Road and Houston Road Saint Robert (St Robert) Missouri,1.0986122886681096,2,2,Saint Robert (St Robert),Missouri,-92.1035309,37.831855,1.0986122886681098,1.0986122886681098,3,"[-92.1035309, 37.831855]"
1338,781,2018-01-12,2614 Jenkins Ct Nashville Tennessee,1.2999897393843562,3,2,Nashville,Tennessee,-86.82044549999998,36.1820035,1.3862943611198906,1.0986122886681098,3,"[-86.82044549999998, 36.1820035]"
1339,782,2018-01-14,101 Westchester Dr Madison Alabama,0.4828313737302301,0,4,Madison,Alabama,-86.75973559999998,34.6741315,0.0,1.6094379124341005,1,"[-86.75973559999998, 34.6741315]"
1340,782,2018-01-14,809 Mesopotamia St Eutaw Alabama,0.9680344001221916,1,4,Eutaw,Alabama,-87.9024882,32.850597,0.6931471805599453,1.6094379124341005,2,"[-87.9024882, 32.850597]"
1341,783,2018-01-15,14223 NW 156th Pl Alachua Florida,0.5375278407684164,0,5,Alachua,Florida,-82.49714300000002,29.798494,0.0,1.791759469228055,2,"[-82.49714300000002, 29.798494]"
1342,784,2018-01-17,2000 block of 16th St SE Washington District of Columbia,0.9010913347279288,1,3,Washington,District of Columbia,-76.98217700000002,38.865327799999996,0.6931471805599453,1.3862943611198906,2,"[-76.98217700000002, 38.865327799999996]"
1343,785,2018-01-21,3200 W Division St Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7069192,41.90283410000001,0.0,1.6094379124341005,1,"[-87.7069192, 41.90283410000001]"
1344,785,2018-01-21,3101 Willow Bend Blvd Orlando Florida,0.4828313737302301,0,4,Orlando,Florida,-81.4441609,28.582257000000002,0.0,1.6094379124341005,1,"[-81.4441609, 28.582257000000002]"
1345,786,2018-01-23,N 24th St and Ridge Ave Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1739,39.981662799999995,0.0,1.6094379124341005,1,"[-75.1739, 39.981662799999995]"
1346,786,2018-01-23,416 High School Rd Benton Kentucky,1.58144366239834,2,14,Benton,Kentucky,-88.3327633,36.9128027,1.0986122886681098,2.7080502011022096,4,"[-88.3327633, 36.9128027]"
1347,787,2018-01-25,1600 block of Kenilworth Ave NE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.93520529999998,38.9115996,0.0,1.6094379124341005,1,"[-76.93520529999998, 38.9115996]"
1348,788,2018-01-27,243 East 119th St Los Angeles California,0.5375278407684164,0,5,Los Angeles,California,-118.2702264,33.924875,0.0,1.791759469228055,2,"[-118.2702264, 33.924875]"
1349,788,2018-01-27,645 Pearl Street Bowling Green Kentucky,0.4828313737302301,0,4,Bowling Green,Kentucky,-86.45094999999998,37.0105025,0.0,1.6094379124341005,1,"[-86.45094999999998, 37.0105025]"
1350,789,2018-01-28,123 S 3rd St Reading Pennsylvania,1.1266065387038702,4,0,Reading,Pennsylvania,-75.93164920000002,40.3330622,1.6094379124341005,0.0,3,"[-75.93164920000002, 40.3330622]"
1351,789,2018-01-28,1313 N Sherman Dr Indianapolis Indiana,1.184916910403644,2,3,Indianapolis,Indiana,-86.10182979999998,39.78514439999999,1.0986122886681098,1.3862943611198906,3,"[-86.10182979999998, 39.78514439999999]"
1352,789,2018-01-28,1301 Indian Creek Valley Rd Melcroft Pennsylvania,1.2542316284596384,5,0,Melcroft,Pennsylvania,-79.3889,40.0520845,1.791759469228055,0.0,3,"[-79.3889, 40.0520845]"
1353,790,2018-01-31,Goodfellow Blvd and Dr Martin Luther King Dr Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.27937790000001,38.6720756,0.0,1.6094379124341005,1,"[-90.27937790000001, 38.6720756]"
1354,791,2018-02-03,11321 Broadway Ave Cleveland (Garfield Heights) Ohio,1.0227308671603779,1,5,Cleveland (Garfield Heights),Ohio,-81.60502640000001,41.433594899999996,0.6931471805599453,1.791759469228055,3,"[-81.60502640000001, 41.433594899999996]"
