ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree,rand_ind_t,null_indegree,null_outdegree
876,2018-07-09,Southland Blvd and Orange Blossom Trail Orlando Florida,0.9680344001221916,1,4,Orlando,Florida,-81.3993377,28.4558115,0.6931471805599453,1.6094379124341005,5,7,287,2,11
1115,2019-08-12,200 Young St Greenwood Mississippi,0.4828313737302301,0,4,Greenwood,Mississippi,-90.17406319999999,33.5191121,0.0,1.6094379124341005,6,0,288,6,0
601,2017-02-15,3949 South Albany Avenue Chicago Illinois,1.2999897393843562,3,2,Chicago,Illinois,-87.7018465,41.8211962,1.3862943611198906,1.0986122886681098,0,9,289,7,0
601,2017-02-15,30 Soledad Street Salinas California,0.4828313737302301,0,4,Salinas,California,-121.6526853,36.6788084,0.0,1.6094379124341005,8,0,289,3,6
673,2017-06-27,200 block of S Lotus Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.76191209999998,41.8780929,0.0,1.791759469228055,8,6,290,3,1
908,2018-08-23,1700 block of Homestead St Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.5945203,39.32053630000001,0.0,1.6094379124341005,4,0,291,5,0
908,2018-08-23,5800 block of Oakland St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.0790568,40.0286526,0.0,1.6094379124341005,4,0,291,6,2
62,2014-06-07,Tish Lane Moncks Corner South Carolina,1.022730867160378,1,5,Moncks Corner,South Carolina,-80.13136999999998,33.1714215,0.6931471805599453,1.791759469228055,0,7,292,6,2
62,2014-06-07,10811 W. Ten Mile Rd. Oak Park Michigan,0.9010913347279288,1,3,Oak Park,Michigan,-83.1719483,42.4742091,0.6931471805599453,1.3862943611198906,2,6,292,2,5
610,2017-02-28,1700 of Casey Dr Cincinnati Ohio,0.583773044716594,0,6,Cincinnati,Ohio,-84.5462386,39.17776360000001,0.0,1.9459101490553128,4,5,293,5,4
87,2014-07-14,Fulton Avenue  Sacramento California,0.9680344001221916,1,4,Sacramento,California,-121.401552,38.604242600000006,0.6931471805599453,1.6094379124341005,2,8,294,10,4
417,2016-04-18,1200 block of E. 17th Street Long Beach California,0.9010913347279288,1,3,Long Beach,California,-118.176051,33.787858,0.6931471805599453,1.3862943611198906,4,6,295,7,7
945,2018-10-24,6200 block of S King Dr Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.6158672,41.78198020000001,0.0,1.791759469228055,7,0,296,3,15
392,2016-02-21,5100 block of Idaho Street Houston Texas,0.5375278407684164,0,5,Houston,Texas,-95.3436883,29.6870021,0.0,1.791759469228055,12,1,297,1,10
392,2016-02-21,7217 N Lindbergh Blvd Hazelwood Missouri,0.9010913347279288,1,3,Hazelwood,Missouri,-90.35689479999999,38.7833565,0.6931471805599453,1.3862943611198906,7,2,297,3,0
92,2014-07-25,700 S California Ave Chicago Illinois,1.0689760711085556,1,6,Chicago,Illinois,-87.69629990000001,41.87269600000001,0.6931471805599453,1.9459101490553128,0,7,298,7,4
286,2015-07-24,200 block of W 29th St Erie Pennsylvania,1.3065564428360932,2,5,Erie,Pennsylvania,-80.07629399999998,42.1079559,1.0986122886681098,1.791759469228055,1,11,299,8,0
1073,2019-06-16,1200 block of Sampson St Des Moines Iowa,0.583773044716594,0,6,Des Moines,Iowa,-93.5927032,41.6008703,0.0,1.9459101490553128,5,7,300,2,4
1073,2019-06-16,Dixie Highway and Ormsby Ave Louisville Kentucky,1.0689760711085556,1,6,Louisville,Kentucky,-85.7875766,38.2354477,0.6931471805599453,1.9459101490553128,2,12,300,1,5
1073,2019-06-16,2910 S 70th St Philadelphia Pennsylvania,1.022730867160378,1,5,Philadelphia,Pennsylvania,-75.23377679999999,39.9123634,0.6931471805599453,1.791759469228055,2,12,300,1,6
1204,2019-12-27,1575 Ridenour Pkwy NW Kennesaw Georgia,0.4828313737302301,0,4,Kennesaw,Georgia,-84.58922,33.991656,0.0,1.6094379124341005,10,0,301,9,0
1204,2019-12-27,1900 block of Vernon Ave Modesto California,0.9010913347279288,1,3,Modesto,California,-121.0274494,37.6144164,0.6931471805599453,1.3862943611198906,3,2,301,10,0
1204,2019-12-27,500 block of Smart St Houston Texas,1.3928610645716275,2,7,Houston,Texas,-95.4057533,29.8843572,1.0986122886681098,2.0794415416798357,0,3,301,1,13
198,2015-02-20,1417 R Street Sacramento California,0.4828313737302301,0,4,Sacramento,California,-121.4906935,38.5699768,0.0,1.6094379124341005,6,0,302,1,10
771,2017-12-23,100 block of City Avenue Eunice Louisiana,0.9010913347279288,1,3,Eunice,Louisiana,-92.404098,30.484400300000004,0.6931471805599453,1.3862943611198906,0,3,303,5,2
771,2017-12-23,3rd Ave N and 9th St N Birmingham Alabama,0.4828313737302301,0,4,Birmingham,Alabama,-86.822006,33.509112,0.0,1.6094379124341005,3,0,303,4,3
1186,2019-11-29,2650 Dumas Dr Amarillo Texas,0.6238324625039507,0,7,Amarillo,Texas,-101.8303127,35.24168510000001,0.0,2.0794415416798357,4,1,304,1,2
1196,2019-12-17,1701 10th Ave S Great Falls Montana,1.3345506928718538,4,1,Great Falls,Montana,-111.278027,47.4944392,1.6094379124341005,0.6931471805599453,2,13,305,5,6
189,2015-01-31,113 Woodstream Trl Lagrange Georgia,1.1266065387038702,4,0,Lagrange,Georgia,-85.14164799999998,32.978297999999995,1.6094379124341005,0.0,3,4,306,5,0
385,2016-02-03,1500 block of Butler St. SE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.98371490000002,38.8610406,0.0,1.6094379124341005,6,0,307,2,6
82,2014-07-08,35 March Street Providence Rhode Island,0.5375278407684164,0,5,Providence,Rhode Island,-71.424938,41.84164699999999,0.0,1.791759469228055,7,2,308,5,3
753,2017-11-11,Forstall Street and Burgundy Street New Orleans Louisiana,1.022730867160378,1,5,New Orleans,Louisiana,-90.02212089999998,29.9602617,0.6931471805599453,1.791759469228055,1,5,309,5,0
753,2017-11-11,2532 Martin Luther King Jr Blvd Dallas Texas,0.9010913347279288,1,3,Dallas,Texas,-96.77068299999999,32.7666882,0.6931471805599453,1.3862943611198906,2,5,309,5,0
753,2017-11-11,2835 Bragg Blvd Fayetteville North Carolina,1.022730867160378,1,5,Fayetteville,North Carolina,-78.9278076,35.0736788,0.6931471805599453,1.791759469228055,1,5,309,5,1
770,2017-12-21,1500 block of N University Avenue Lafayette Louisiana,0.4828313737302301,0,4,Lafayette,Louisiana,-92.0347239,30.24931389999999,0.0,1.6094379124341005,2,0,310,0,7
770,2017-12-21,6600 block of Dorel St Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.227874,39.9180218,0.6931471805599453,1.3862943611198906,0,4,310,9,0
20,2014-02-22,1200 block of W Papeete St Wilmington California,0.4828313737302301,0,4,Wilmington,California,-118.2778726,33.7868812,0.0,1.6094379124341005,12,0,311,4,8
534,2016-10-23,Highway 66 and N 3310 Rd Wellston Oklahoma,1.022730867160378,1,5,Wellston,Oklahoma,-96.0023638,36.1450958,0.6931471805599453,1.791759469228055,2,10,312,1,12
666,2017-06-14,720 San Bruno San Francisco California,1.456190225304303,4,2,San Francisco,California,-122.4053377,37.7604114,1.6094379124341005,1.0986122886681098,0,14,313,5,2
666,2017-06-14,420 E Monroe Ave Alexandria Virginia,1.022730867160378,1,5,Alexandria,Virginia,-77.0543776,38.8215256,0.6931471805599453,1.791759469228055,3,11,313,3,5
666,2017-06-14,14th St NE and Gibbs Ave NE Canton Ohio,0.4828313737302301,0,4,Canton,Ohio,-81.36270549999998,40.81126550000001,0.0,1.6094379124341005,5,0,313,0,11
349,2015-11-09,400 block of North Beville Ave Indianapolis Indiana,1.0986122886681096,2,2,Indianapolis,Indiana,-86.12304830000002,39.7728748,1.0986122886681098,1.0986122886681098,2,4,314,1,6
719,2017-09-10,2101 N Claiborne Ave New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.05837890000002,29.9736728,0.6931471805599453,1.3862943611198906,2,7,315,5,3
719,2017-09-10,1712 West Spring Creek Parkway Plano Texas,1.8197537192638158,9,1,Plano,Texas,-96.7275947,33.0565114,2.302585092994046,0.6931471805599453,0,15,315,7,4
1157,2019-10-20,1100 block of Vicksburg Ave Port Arthur Texas,0.9010913347279288,1,3,Port Arthur,Texas,-93.9314139,29.886445,0.6931471805599453,1.3862943611198906,5,2,316,4,0
643,2017-05-04,600 block of Copeman Boulevard Flint Michigan,0.9010913347279288,1,3,Flint,Michigan,-83.71129549999998,43.028638,0.6931471805599453,1.3862943611198906,5,4,317,1,10
956,2018-11-11,598 N Broad St Globe Arizona,1.178350206951907,3,1,Globe,Arizona,-110.7896004,33.3999315,1.3862943611198906,0.6931471805599453,4,3,318,8,0
1185,2019-11-27,E 153rd St and Courtlandt Ave Bronx New York,0.5375278407684164,0,5,Bronx,New York,-73.9182842,40.8193717,0.0,1.791759469228055,6,0,319,4,9
379,2016-01-17,Ditchley Road and Gill Lane Ware Neck (Gloucester Courthouse) Virginia,0.9010913347279288,1,3,Ware Neck (Gloucester Courthouse),Virginia,-76.4373384,37.4000818,0.6931471805599453,1.3862943611198906,3,1,320,9,0
751,2017-11-09,1800 block of Ringgold Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1859671,39.9301445,0.0,1.6094379124341005,6,0,321,3,4
515,2016-09-17,2600 block of Birney Place SE Washington District of Columbia,1.3928610645716275,2,7,Washington,District of Columbia,-76.99659550000001,38.8583031,1.0986122886681098,2.0794415416798357,0,10,322,2,6
515,2016-09-17,3918 Columbia St Orlando Florida,1.0689760711085556,1,6,Orlando,Florida,-81.424421,28.526767,0.6931471805599453,1.9459101490553128,5,8,322,7,0
515,2016-09-17,20582 SW 119th Ave Miami Florida,0.583773044716594,0,6,Miami,Florida,-80.3853718,25.5755251,0.0,1.9459101490553128,10,4,322,1,9
515,2016-09-17,2016 West 76th Street Indianapolis Indiana,1.0986122886681096,2,2,Indianapolis,Indiana,-86.19773099999998,39.8908879,1.0986122886681098,1.0986122886681098,4,9,322,7,0
884,2018-07-20,323 Irvington Ave Elizabeth New Jersey,0.4828313737302301,0,4,Elizabeth,New Jersey,-74.2192525,40.6714264,0.0,1.6094379124341005,6,0,323,8,0
884,2018-07-20,500 block of S 15th St Sunnyside Washington,0.9680344001221916,1,4,Sunnyside,Washington,-120.0012438,46.3234293,0.6931471805599453,1.6094379124341005,1,5,323,8,0
402,2016-03-08,Sherman St San Antonio Texas,1.1849169104036439,2,3,San Antonio,Texas,-98.464248,29.433961,1.0986122886681098,1.3862943611198906,1,8,324,11,0
549,2016-11-12,8600 block of Ardith Drive Sacramento California,1.022730867160378,1,5,Sacramento,California,-121.3840833,38.456391,0.6931471805599453,1.791759469228055,2,6,325,7,0
549,2016-11-12,21st St and Cleveland Ave Kansas City Missouri,0.9010913347279288,1,3,Kansas City,Missouri,-94.5382339,39.08622370000001,0.6931471805599453,1.3862943611198906,2,4,325,5,5
549,2016-11-12,2500 Park Avenue Bridgeport Connecticut,0.5375278407684164,0,5,Bridgeport,Connecticut,-73.21409200000002,41.1922434,0.0,1.791759469228055,6,4,325,3,18
146,2014-11-15,NW 55th and 12th Miami Florida,0.9010913347279288,1,3,Miami,Florida,-80.22866450000002,25.8251072,0.6931471805599453,1.3862943611198906,2,4,326,2,3
146,2014-11-15,2555 N. Glenstone Springfield Missouri,1.1266065387038702,4,0,Springfield,Missouri,-93.2623309,37.2436912,1.6094379124341005,0.0,1,8,326,2,3
1126,2019-08-29,2500 block of E Monument St Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.5822359,39.2988672,0.6931471805599453,1.3862943611198906,3,9,327,9,0
605,2017-02-21,16700 Lorain Ave Cleveland Ohio,0.4828313737302301,0,4,Cleveland,Ohio,-81.81394170000002,41.4509274,0.0,1.6094379124341005,8,0,328,2,4
605,2017-02-21,Butts Road Toomsuba Mississippi,1.1266065387038702,4,0,Toomsuba,Mississippi,-88.4990502,32.434517699999994,1.6094379124341005,0.0,1,7,328,3,4
48,2014-05-11,2517 Shasta Memphis Tennessee,0.6238324625039507,0,7,Memphis,Tennessee,-89.97327949999998,35.1687664,0.0,2.0794415416798357,6,3,329,2,8
878,2018-07-12,3678 Powers Rd Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-89.91240490000001,35.2253275,0.0,1.791759469228055,8,4,330,2,10
504,2016-08-29,907 White Horse Pike Egg Harbor City New Jersey,1.022730867160378,1,5,Egg Harbor City,New Jersey,-74.6437487,39.5265446,0.6931471805599453,1.791759469228055,4,7,331,1,11
731,2017-10-05,400 block of W 13th Street Casa Grande Arizona,1.1266065387038702,4,0,Casa Grande,Arizona,-111.757291,32.885415,1.6094379124341005,0.0,3,5,332,2,15
586,2017-01-21,500 block of Delta Road Memphis Tennessee,1.0986122886681096,2,2,Memphis,Tennessee,-90.0808349,35.0182963,1.0986122886681098,1.0986122886681098,2,5,333,0,22
586,2017-01-21,500 NE 2nd St Boynton Beach Florida,0.5375278407684164,0,5,Boynton Beach,Florida,-80.0616617,26.5309038,0.0,1.791759469228055,9,2,333,6,0
586,2017-01-21,6510 Tara Blvd Jonesboro Georgia,0.583773044716594,0,6,Jonesboro,Georgia,-84.37207099999998,33.5768877,0.0,1.9459101490553128,9,2,333,0,8
405,2016-03-12,Interstate 880 Oakland California,0.4828313737302301,0,4,Oakland,California,-122.2747755,37.7985649,0.0,1.6094379124341005,7,0,334,8,0
405,2016-03-12,16126 S.E. Stark St. Portland Oregon,0.4828313737302301,0,4,Portland,Oregon,-122.49715829999998,45.5184586,0.0,1.6094379124341005,7,0,334,4,0
1119,2019-08-17,12500 block of Mylla St Houston Texas,0.583773044716594,0,6,Houston,Texas,-95.2154561,29.7625879,0.0,1.9459101490553128,2,4,335,7,0
210,2015-03-13,1097 South First St. Brookhaven Mississippi,1.1849169104036439,2,3,Brookhaven,Mississippi,-90.4450782,31.5591734,1.0986122886681098,1.3862943611198906,1,8,336,3,5
256,2015-06-12,24th Avenue and 36th Street Allapattah Florida,0.4828313737302301,0,4,Allapattah,Florida,-80.2361427,25.8092123,0.0,1.6094379124341005,9,0,337,0,6
843,2018-05-16,610 Lone Star Park Ln Ponder Texas,1.4621757826276218,5,1,Ponder,Texas,-97.2855821,33.1784626,1.791759469228055,0.6931471805599453,0,8,338,2,6
881,2018-07-15,50th Ave and Grant St Denver Colorado,0.4828313737302301,0,4,Denver,Colorado,-104.9835251,39.7828379,0.0,1.6094379124341005,5,0,339,9,0
881,2018-07-15,1400 Cowart St Chattanooga Tennessee,0.5375278407684164,0,5,Chattanooga,Tennessee,-85.3094615,35.0382351,0.0,1.791759469228055,4,4,339,7,6
833,2018-05-02,2400 block of Ogema Place Minneapolis Minnesota,0.5375278407684164,0,5,Minneapolis,Minnesota,-93.2445496,44.9565803,0.0,1.791759469228055,4,6,340,3,9
833,2018-05-02,333 Bristol St Brooklyn New York,0.9680344001221916,1,4,Brooklyn,New York,-73.91089269999998,40.6633026,0.6931471805599453,1.6094379124341005,2,8,340,5,6
833,2018-05-02,3500 block of W Grenshaw St Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.7131452,41.86731029999999,0.6931471805599453,1.6094379124341005,2,8,340,1,10
795,2018-02-11,19432 Lamont St Detroit Michigan,1.5424948470398374,4,3,Detroit,Michigan,-83.05482640000002,42.4377773,1.6094379124341005,1.3862943611198906,0,6,341,0,6
172,2014-12-29,Poydras and Bolivar New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.0839102,29.95429810000001,0.0,1.6094379124341005,10,0,342,3,0
260,2015-06-16,600 block of Northwest 177th Street Miami Gardens Florida,0.4828313737302301,0,4,Miami Gardens,Florida,-80.21082899999998,25.9362994,0.0,1.6094379124341005,8,0,343,2,2
745,2017-10-27,1716 Prentice St Louisville Kentucky,0.583773044716594,0,6,Louisville,Kentucky,-85.78430139999998,38.2409351,0.0,1.9459101490553128,4,7,344,0,7
745,2017-10-27,1100 block of Fillmore San Francisco California,0.4828313737302301,0,4,San Francisco,California,-122.4317277,37.77988679999999,0.0,1.6094379124341005,4,0,344,2,2
687,2017-07-23,10360 Ave H Baton Rouge Louisiana,0.4828313737302301,0,4,Baton Rouge,Louisiana,-91.1969557,30.5384819,0.0,1.6094379124341005,7,0,345,2,4
687,2017-07-23,1500 block of East 82nd St Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.58818570000004,41.7459773,0.6931471805599453,1.3862943611198906,1,1,345,5,3
617,2017-03-18,16000 block of Rutherford Detroit Michigan,1.2999897393843562,3,2,Detroit,Michigan,-83.20415969999998,42.40855560000001,1.3862943611198906,1.0986122886681098,0,10,346,7,0
1145,2019-09-29,4100 block of Highland Ave Beaumont Texas,1.1266065387038702,4,0,Beaumont,Texas,-94.0854633,30.0472821,1.6094379124341005,0.0,1,8,347,0,9
1145,2019-09-29,500 block of Fairlawn Ave Round Lake (Round Lake Park) Illinois,0.9010913347279288,1,3,Round Lake (Round Lake Park),Illinois,-88.07665250000002,42.3570845,0.6931471805599453,1.3862943611198906,5,5,347,0,10
1145,2019-09-29,1500 block of NE 100th Rd Claflin Kansas,0.4828313737302301,0,4,Claflin,Kansas,-98.4988036,38.5074005,0.0,1.6094379124341005,8,0,347,1,13
1145,2019-09-29,1500 block of N 29th St Milwaukee Wisconsin,0.4828313737302301,0,4,Milwaukee,Wisconsin,-87.949991,43.0500672,0.0,1.6094379124341005,8,0,347,2,9
1145,2019-09-29,2200 block of Clemente Dr Jacksonville Florida,0.4828313737302301,0,4,Jacksonville,Florida,-81.68801289999998,30.3247329,0.0,1.6094379124341005,8,0,347,3,3
341,2015-10-26,711 E Virginia St Evansville Indiana,0.5375278407684164,0,5,Evansville,Indiana,-87.55447609999996,37.981738,0.0,1.791759469228055,4,1,348,5,3
460,2016-06-28,1600 block of South Christiana Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7091071,41.8590151,0.0,1.6094379124341005,10,0,349,4,6
460,2016-06-28,13800 block of S Avalon Boulevard Los Angeles California,0.9010913347279288,1,3,Los Angeles,California,-118.26529340000002,33.9063989,0.6931471805599453,1.3862943611198906,7,7,349,10,0
56,2014-05-25,2100 block of Joffre Avenue Toledo Ohio,0.9010913347279288,1,3,Toledo,Ohio,-83.58644269999998,41.6616563,0.6931471805599453,1.3862943611198906,4,2,350,0,9
159,2014-12-07,16000 block of Roosevelt Road South Bend Indiana,0.4828313737302301,0,4,South Bend,Indiana,-86.18148099999998,41.59062,0.0,1.6094379124341005,7,0,351,5,0
531,2016-10-17,6700 block of South Winchester Chicago (Englewood) Illinois,0.9680344001221916,1,4,Chicago (Englewood),Illinois,-87.67255909999999,41.7720619,0.6931471805599453,1.6094379124341005,5,5,352,0,8
577,2017-01-03,500 block of Hawthorne Drive Allen Texas,0.4828313737302301,0,4,Allen,Texas,-96.6664498,33.084276,0.0,1.6094379124341005,12,0,353,0,9
787,2018-01-25,1600 block of Kenilworth Ave NE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.93520529999998,38.9115996,0.0,1.6094379124341005,5,0,354,7,0
1106,2019-07-30,1280 E Long St Columbus Ohio,0.5375278407684164,0,5,Columbus,Ohio,-82.96718890000002,39.9690292,0.0,1.791759469228055,9,3,355,1,10
89,2014-07-20,5103 block of Bunkum Rd East Saint Louis Illinois,0.9010913347279288,1,3,East Saint Louis,Illinois,-90.0961257,38.6234256,0.6931471805599453,1.3862943611198906,3,5,356,0,11
89,2014-07-20,Rancho Drive 3400 block  Las Vegas Nevada,0.9010913347279288,1,3,Las Vegas,Nevada,-115.2148405,36.2202574,0.6931471805599453,1.3862943611198906,3,5,356,6,2
1118,2019-08-15,847 N University Dr Montgomery Alabama,1.1849169104036439,2,3,Montgomery,Alabama,-86.297387,32.3656319,1.0986122886681098,1.3862943611198906,0,9,357,3,4
1118,2019-08-15,5800 block of N 15th St Philadelphia Pennsylvania,0.5375278407684164,0,5,Philadelphia,Pennsylvania,-75.14640909999999,40.0415651,0.0,1.791759469228055,3,4,357,8,0
1066,2019-06-06,2500 block of N Lake Shore Dr Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.6321816,41.9284979,0.6931471805599453,1.3862943611198906,5,5,358,8,0
741,2017-10-18,2111 Emmorton Park Rd Edgewood Maryland,1.3862943611198906,3,3,Edgewood,Maryland,-76.30990440000002,39.4520375,1.3862943611198906,1.3862943611198906,0,11,359,13,0
52,2014-05-18,1643 Cleveland Rd Sandusky Ohio,0.6238324625039507,0,7,Sandusky,Ohio,-82.68584940000002,41.4429533,0.0,2.0794415416798357,5,2,360,5,1
1109,2019-08-04,419 E 5th St Dayton Ohio,2.5456382183277086,10,17,Dayton,Ohio,-84.1843796,39.7574041,2.3978952727983707,2.8903717578961645,1,7,361,0,9
1109,2019-08-04,2900 block of W Roosevelt Rd Chicago Illinois,0.6238324625039507,0,7,Chicago,Illinois,-87.69850190000002,41.866775200000006,0.0,2.0794415416798357,8,6,361,0,9
1109,2019-08-04,443 E Shelby Dr Memphis Tennessee,0.9010913347279288,1,3,Memphis,Tennessee,-90.04922719999998,35.02062799999999,0.6931471805599453,1.3862943611198906,6,6,361,6,0
1109,2019-08-04,1800 S Kildare Ave Chicago Illinois,1.1090354888959124,1,7,Chicago,Illinois,-87.7325766,41.8569164,0.6931471805599453,2.0794415416798357,5,6,361,6,0
1109,2019-08-04,110 Pryce St Lake Charles Louisiana,0.4828313737302301,0,4,Lake Charles,Louisiana,-93.2176748,30.23425769999999,0.0,1.6094379124341005,9,0,361,6,0
311,2015-08-29,638 ENE Loop 323 Tyler Texas,0.9010913347279288,1,3,Tyler,Texas,-95.2861793,32.3903108,0.6931471805599453,1.3862943611198906,5,6,362,11,0
311,2015-08-29,618 Henson Road Bristol Tennessee,1.2999897393843562,3,2,Bristol,Tennessee,-82.09429809999997,36.5756825,1.3862943611198906,1.0986122886681098,0,11,362,8,0
50,2014-05-13,Panther Trail and Childress Drive Atlanta Georgia,0.5375278407684164,0,5,Atlanta,Georgia,-84.486189,33.698155,0.0,1.791759469228055,6,1,363,7,0
901,2018-08-15,104 Mimosa Ct Greenwood South Carolina,0.5375278407684164,0,5,Greenwood,South Carolina,-82.096949,34.212409,0.0,1.791759469228055,7,3,364,7,0
877,2018-07-11,9550 Bissonnet St Houston Texas,0.4828313737302301,0,4,Houston,Texas,-95.5488493,29.6760108,0.0,1.6094379124341005,9,0,365,7,0
877,2018-07-11,16300 block of NW Gainesville Rd Reddick Florida,0.4828313737302301,0,4,Reddick,Florida,-82.2059167,29.38569110000001,0.0,1.6094379124341005,9,0,365,6,0
3,2014-01-11,3430 W. Capitol Street Jackson Mississippi,0.4828313737302301,0,4,Jackson,Mississippi,-90.2283209,32.323689,0.0,1.6094379124341005,3,0,366,4,7
548,2016-11-11,7705 Channelside Street Houston Texas,0.4828313737302301,0,4,Houston,Texas,-95.28309709999999,29.7172188,0.0,1.6094379124341005,10,0,367,3,0
226,2015-04-16,4300 block of East Anderson Drive Phoenix Arizona,1.2542316284596384,5,0,Phoenix,Arizona,-111.98944640000002,33.6418311,1.791759469228055,0.0,0,12,368,1,10
1108,2019-08-03,7101 Gateway Blvd El Paso Texas,3.1605086986108653,22,24,El Paso,Texas,-106.3847934,31.77665420000001,3.1354942159291497,3.218875824868201,0,11,369,1,9
1148,2019-10-05,10035 Crown Point Dr Saint Louis Missouri,0.5375278407684164,0,5,Saint Louis,Missouri,-90.2607756,38.75086590000001,0.0,1.791759469228055,6,2,370,4,7
116,2014-09-02,25000 block of Fifth Street  Highland California,0.5375278407684164,0,5,Highland,California,-117.2587614,34.1087018,0.0,1.791759469228055,5,1,371,4,4
116,2014-09-02,3622 Medgar Evers Boulevard Jackson Mississippi,1.1849169104036439,2,3,Jackson,Mississippi,-90.2140529,32.3405229,1.0986122886681098,1.3862943611198906,1,8,371,2,7
762,2017-12-03,656 Marshall Ave Memphis Tennessee,0.9010913347279288,1,3,Memphis,Tennessee,-90.0388881,35.1402364,0.6931471805599453,1.3862943611198906,3,5,372,3,4
303,2015-08-20,FM 2360 Grulla (La Grulla) Texas,1.0986122886681096,2,2,Grulla (La Grulla),Texas,-98.6462155,26.2758608,1.0986122886681098,1.0986122886681098,4,4,373,4,4
708,2017-08-21,700 block of S 19th St Newark New Jersey,0.9010913347279288,1,3,Newark,New Jersey,-74.2122213,40.7324223,0.6931471805599453,1.3862943611198906,3,3,374,4,3
708,2017-08-21,Cottage Avenue and Park Heights Avenue Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.657371,39.32733710000001,0.6931471805599453,1.3862943611198906,3,3,374,4,4
708,2017-08-21,Fabyan Place Newark New Jersey,0.4828313737302301,0,4,Newark,New Jersey,-74.2220987,40.7154353,0.0,1.6094379124341005,5,0,374,7,0
708,2017-08-21,980 Fishing Creek Rd Whitakers North Carolina,1.1266065387038702,4,0,Whitakers,North Carolina,-77.8287545,36.1694133,1.6094379124341005,0.0,1,6,374,0,8
708,2017-08-21,262 Decatur St Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-90.02592709999998,35.1471791,0.0,1.6094379124341005,5,0,374,0,9
1151,2019-10-09,1600 block of W North Ave Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.64316640000001,39.3103061,0.6931471805599453,1.3862943611198906,3,5,375,1,6
1151,2019-10-09,149 Ennell Street Lowell Massachusetts,0.5375278407684164,0,5,Lowell,Massachusetts,-71.3092286,42.6574699,0.0,1.791759469228055,6,3,375,5,0
1112,2019-08-09,7300 block of S Artesian Ave Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.68463539999998,41.76089279999999,0.0,1.6094379124341005,8,0,376,0,9
830,2018-04-29,12603 Renton Ave S Seattle (Skyway) Washington,1.0986122886681096,2,2,Seattle (Skyway),Washington,-122.2401525,47.4910307,1.0986122886681098,1.0986122886681098,2,10,377,1,6
830,2018-04-29,519 South Kingston St Wartburg Tennessee,0.4828313737302301,0,4,Wartburg,Tennessee,-84.59206540000002,36.0991073,0.0,1.6094379124341005,6,0,377,12,0
830,2018-04-29,1500 block of Massey St Monroe North Carolina,0.9010913347279288,1,3,Monroe,North Carolina,-80.53423010000002,34.98890770000001,0.6931471805599453,1.3862943611198906,5,8,377,2,4
830,2018-04-29,1969 S Military Trail West Palm Beach Florida,0.9010913347279288,1,3,West Palm Beach,Florida,-80.112459,26.6483146,0.6931471805599453,1.3862943611198906,5,8,377,10,2
190,2015-02-01,1217 West Fayette Street Syracuse New York,0.583773044716594,0,6,Syracuse,New York,-76.17656099999998,43.0469571,0.0,1.9459101490553128,6,1,378,5,3
190,2015-02-01,3345 Broadway New York (Manhattan) New York,0.9680344001221916,1,4,New York (Manhattan),New York,-73.9551772,40.8204613,0.6931471805599453,1.6094379124341005,3,2,378,6,0
928,2018-09-23,2600 block of Chandler Court Bakersfield California,0.9680344001221916,1,4,Bakersfield,California,-119.040328,35.331379,0.6931471805599453,1.6094379124341005,2,1,379,5,4
928,2018-09-23,3700 block of Loma Lane Baldwin Park California,0.4828313737302301,0,4,Baldwin Park,California,-117.9823022,34.076251899999995,0.0,1.6094379124341005,5,0,379,0,8
100,2014-08-04,1100 block of Joseph E. Boone Boulevard NW Atlanta Georgia,0.5375278407684164,0,5,Atlanta,Georgia,-84.42353410000003,33.763481,0.0,1.791759469228055,8,4,380,0,8
1063,2019-05-31,306 N Hollow Ave West Covina California,0.9010913347279288,1,3,West Covina,California,-117.936319,34.075440500000006,0.6931471805599453,1.3862943611198906,7,8,381,6,2
