ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured
410,263,2015-06-20,4100 block of Ogden St Philadelphia Pennsylvania,0.7193685818395111,0,10,Philadelphia,Pennsylvania,-75.2060563,39.96901629999999,0.0,2.3978952727983707
411,264,2015-06-21,726 Georgetown St Lexington Kentucky,0.9680344001221917,1,4,Lexington,Kentucky,-84.50229300000002,38.068558,0.6931471805599453,1.6094379124341003
412,264,2015-06-21,Rebecca and East Swissvale Avenue Pittsburgh (Wilkinsburg) Pennsylvania,0.48283137373023005,0,4,Pittsburgh (Wilkinsburg),Pennsylvania,-79.8795557,40.43819149999999,0.0,1.6094379124341003
413,265,2015-06-22,700 block of East Hilton Street Philadelphia Pennsylvania,0.6238324625039507,0,7,Philadelphia,Pennsylvania,-75.11717300000002,39.9973727,0.0,2.0794415416798357
414,266,2015-06-24,2110 Madison Ave New York (Manhattan) New York,0.48283137373023005,0,4,New York (Manhattan),New York,-73.9373054,40.8107475,0.0,1.6094379124341003
415,267,2015-06-27,Stringham Court Detroit Michigan,0.48283137373023005,0,4,Detroit,Michigan,-82.9727973,42.3914329,0.0,1.6094379124341003
416,267,2015-06-27,Weir Street Taunton Massachusetts,0.9010913347279288,1,3,Taunton,Massachusetts,-71.09100500000002,41.894838,0.6931471805599453,1.3862943611198906
417,268,2015-06-28,100 block of East St Harrington Delaware,0.583773044716594,0,6,Harrington,Delaware,-75.57484029999998,38.9210218,0.0,1.9459101490553132
418,268,2015-06-28,Gratiot and Loretto Detroit Michigan,0.5375278407684164,0,5,Detroit,Michigan,-82.99021139999998,42.41602,0.0,1.791759469228055
419,268,2015-06-28,1430 Broadway Venice Illinois,0.583773044716594,0,6,Venice,Illinois,-90.1596218,38.6775742,0.0,1.9459101490553132
420,269,2015-06-29,13450 NW 30th Ave Opa Locka Florida,0.48283137373023005,0,4,Opa Locka,Florida,-80.24805420000001,25.8965262,0.0,1.6094379124341003
421,270,2015-07-02,500 block of Lynn St Indianapolis Indiana,0.9010913347279288,1,3,Indianapolis,Indiana,-86.19482159999998,39.7746957,0.6931471805599453,1.3862943611198906
422,271,2015-07-04,1100 block of West Avenue San Antonio Texas,0.48283137373023005,0,4,San Antonio,Texas,-98.5259935,29.4720014,0.0,1.6094379124341003
423,271,2015-07-04,Bellevue and Rich Street Syracuse New York,0.48283137373023005,0,4,Syracuse,New York,-76.16124520000002,43.0333763,0.0,1.6094379124341003
424,271,2015-07-04,Dewey Avenue Pittsfield Massachusetts,0.9680344001221917,1,4,Pittsfield,Massachusetts,-73.260351,42.454233,0.6931471805599453,1.6094379124341003
425,271,2015-07-04,2500 block of West Broadway Louisville Kentucky,0.48283137373023005,0,4,Louisville,Kentucky,-85.7936515,38.2490704,0.0,1.6094379124341003
426,271,2015-07-04,2600 Douglas Place SE Washington District of Columbia,0.9010913347279288,1,3,Washington,District of Columbia,-76.97733769999998,38.8515678,0.6931471805599453,1.3862943611198906
427,272,2015-07-05,200 block of S. Clinton St East Orange New Jersey,0.9010913347279288,1,3,East Orange,New Jersey,-74.22048869999998,40.7585994,0.6931471805599453,1.3862943611198906
428,272,2015-07-05,1400 block of McCulloch Street Fort Wayne Indiana,0.6907755278982137,0,9,Fort Wayne,Indiana,-85.11799309999998,41.07311370000001,0.0,2.302585092994046
429,272,2015-07-05,3500 block of Hearne Ave Shreveport Louisiana,0.583773044716594,0,6,Shreveport,Louisiana,-93.780402,32.4801131,0.0,1.9459101490553132
430,273,2015-07-07,900 block of West Fayette Street Baltimore Maryland,1.178350206951907,3,1,Baltimore,Maryland,-76.632362,39.290137,1.3862943611198906,0.6931471805599453
431,273,2015-07-07,East 162nd Street and Miles Avenue Cleveland Ohio,0.9010913347279288,1,3,Cleveland,Ohio,-81.56837019999998,41.441101,0.6931471805599453,1.3862943611198906
432,274,2015-07-12,Sip and Van Wagenen avenues Jersey City New Jersey,0.48283137373023005,0,4,Jersey City,New Jersey,-74.0706873,40.7319968,0.0,1.6094379124341003
433,274,2015-07-12,116 Lathrop Ave River Forest Illinois,1.1849169104036439,2,3,River Forest,Illinois,-87.814993,41.8818709,1.0986122886681098,1.3862943611198906
434,275,2015-07-13,400 block of McCloud Avenue Stockton California,0.9680344001221917,1,4,Stockton,California,-121.2913581,37.97089370000001,0.6931471805599453,1.6094379124341003
435,275,2015-07-13,11959 162nd Street Norwalk California,0.48283137373023005,0,4,Norwalk,California,-118.0777371,33.8844449,0.0,1.6094379124341003
436,276,2015-07-14,1100 block of Riverview Saint Louis Missouri,0.48283137373023005,0,4,Saint Louis,Missouri,-90.2361475,38.72270049999999,0.0,1.6094379124341003
437,277,2015-07-15,7050 Old State Road Holly Hill South Carolina,1.3345506928718538,4,1,Holly Hill,South Carolina,-80.45002099999998,33.346705,1.6094379124341003,0.6931471805599453
438,277,2015-07-15,9200 block of Memorial Detroit Michigan,0.48283137373023005,0,4,Detroit,Michigan,-83.2113947,42.36245479999999,0.0,1.6094379124341003
439,277,2015-07-15,700 block of Thornhill Cleveland Ohio,0.6238324625039507,0,7,Cleveland,Ohio,-81.6018428,41.53763729999999,0.0,2.0794415416798357
440,277,2015-07-15,3500 block of West Garrison Boulevard Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.67677900000002,39.34574600000001,0.6931471805599453,1.3862943611198906
441,277,2015-07-15,500 block of Center Hill Avenue Atlanta Georgia,0.5375278407684164,0,5,Atlanta,Georgia,-84.46399090000001,33.76893870000001,0.0,1.791759469228055
442,278,2015-07-16,4051 Amnicola Hwy Chattanooga Tennessee,1.691720790939152,6,2,Chattanooga,Tennessee,-85.25344759999999,35.0950899,1.9459101490553132,1.0986122886681098
443,278,2015-07-16,2261 Singleton Blvd Dallas Texas,0.5375278407684164,0,5,Dallas,Texas,-96.8591746,32.7790861,0.0,1.791759469228055
444,279,2015-07-17,3100 block of Sunshine Avenue Cincinnati (Westwood) Ohio,0.48283137373023005,0,4,Cincinnati (Westwood),Ohio,-84.5788865,39.1436051,0.0,1.6094379124341003
445,279,2015-07-17,4400 block of W. Maypole Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.7358562,41.8848083,0.0,1.791759469228055
446,280,2015-07-18,300 block of Brice Street Baton Rouge Louisiana,1.0986122886681096,2,2,Baton Rouge,Louisiana,-91.1709962,30.4456985,1.0986122886681098,1.0986122886681098
447,280,2015-07-18,1550 Weston Ct NE Salem Oregon,0.9680344001221917,1,4,Salem,Oregon,-122.9911356,44.9488769,0.6931471805599453,1.6094379124341003
448,280,2015-07-18,Ojai-Santa Paula Street Santa Paula California,0.5375278407684164,0,5,Santa Paula,California,-119.1192183,34.4287165,0.0,1.791759469228055
449,280,2015-07-18,200 block of South Bancroft Street San Diego California,0.48283137373023005,0,4,San Diego,California,-117.1239213,32.7043325,0.0,1.6094379124341003
450,281,2015-07-19,Interstate 64 and Raliegh Street Rocky Mount North Carolina,0.48283137373023005,0,4,Rocky Mount,North Carolina,-77.8457591,35.9759061,0.0,1.6094379124341003
451,281,2015-07-19,2928 W Kentucky St Louisville Kentucky,0.583773044716594,0,6,Louisville,Kentucky,-85.8023972,38.2436435,0.0,1.9459101490553132
452,281,2015-07-19,100 block of North Capitol Street Suffolk Virginia,0.48283137373023005,0,4,Suffolk,Virginia,-76.5677611,36.7257222,0.0,1.6094379124341003
453,282,2015-07-20,E. 153rd St. and the Grand Concourse Bronx New York,0.583773044716594,0,6,Bronx,New York,-73.92566769999998,40.8230286,0.0,1.9459101490553132
454,283,2015-07-21,Northwest 25th Avenue and Miami Gardens Drive Miami Gardens Florida,0.9010913347279288,1,3,Miami Gardens,Florida,-80.24339429999998,25.9410738,0.6931471805599453,1.3862943611198906
455,284,2015-07-22,5500 block of Old Atlanta Road Suwanee Georgia,1.2542316284596384,5,0,Suwanee,Georgia,-84.12719349999998,34.080226399999994,1.791759469228055,0.0
456,284,2015-07-22,Fair Ave and Ashland Ave Saint Louis Missouri,0.583773044716594,0,6,Saint Louis,Missouri,-90.2303834,38.664336,0.0,1.9459101490553132
457,285,2015-07-23,3141 Johnson Street Lafayette Louisiana,1.661181580682137,3,9,Lafayette,Louisiana,-92.0456135,30.2021223,1.3862943611198906,2.302585092994046
458,286,2015-07-24,200 block of W 29th St Erie Pennsylvania,1.3065564428360932,2,5,Erie,Pennsylvania,-80.07629399999998,42.1079559,1.0986122886681098,1.791759469228055
459,287,2015-07-25,500 block of N. 7th Ave Hopewell Virginia,0.48283137373023005,0,4,Hopewell,Virginia,-77.2941408,37.3058464,0.0,1.6094379124341003
460,288,2015-07-26,Piety and Treasure street New Orleans Louisiana,0.48283137373023005,0,4,New Orleans,Louisiana,-90.0350316,29.9887029,0.0,1.6094379124341003
461,288,2015-07-26,Thompson and Colorado Kansas City Missouri,1.1849169104036439,2,3,Kansas City,Missouri,-94.5202055,39.1071089,1.0986122886681098,1.3862943611198906
462,289,2015-07-27,900 block of Kent Street Rockford Illinois,0.5375278407684164,0,5,Rockford,Illinois,-89.10895490000001,42.26374420000001,0.0,1.791759469228055
463,290,2015-07-30,Brushton Avenue Pittsburgh Pennsylvania,0.48283137373023005,0,4,Pittsburgh,Pennsylvania,-79.88856729999998,40.4583162,0.0,1.6094379124341003
464,291,2015-08-01,5801 Shenandoah Way Orlando Florida,0.48283137373023005,0,4,Orlando,Florida,-81.307914,28.532374,0.0,1.6094379124341003
465,292,2015-08-02,6700 block of South Winchester Avenue Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.67255909999999,41.7720619,0.0,1.6094379124341003
466,292,2015-08-02,Barnard Street Savannah Georgia,0.5375278407684164,0,5,Savannah,Georgia,-81.1003681,32.0630579,0.0,1.791759469228055
467,292,2015-08-02,4800 block of West Kamerling Avenue Chicago Illinois,0.9680344001221917,1,4,Chicago,Illinois,-87.7460866,41.9050743,0.6931471805599453,1.6094379124341003
468,292,2015-08-02,2700 block of Garrison Avenue Baltimore Maryland,0.6238324625039507,0,7,Baltimore,Maryland,-76.663854,39.3500062,0.0,2.0794415416798357
469,292,2015-08-02,Stanley Avenue and Crescent Street Brooklyn New York,0.6907755278982137,0,9,Brooklyn,New York,-73.8675196,40.66547140000001,0.0,2.302585092994046
470,293,2015-08-03,98 Dwight Street Brooklyn New York,0.5375278407684164,0,5,Brooklyn,New York,-74.0094184,40.675737100000006,0.0,1.791759469228055
471,294,2015-08-04,2500 block of Semple Saint Louis Missouri,0.9680344001221917,1,4,Saint Louis,Missouri,-90.2690874,38.6719599,0.6931471805599453,1.6094379124341003
472,295,2015-08-06,1505 Garden Plaza Columbia South Carolina,0.48283137373023005,0,4,Columbia,South Carolina,-81.0133479,34.01212599999999,0.0,1.6094379124341003
473,296,2015-08-07,3182 Airport Rd Barre (Berlin) Vermont,1.1266065387038702,4,0,Barre (Berlin),Vermont,-72.5564206,44.2157967,1.6094379124341003,0.0
474,297,2015-08-08,2211 Falling Oaks Houston Texas,1.5380572041353535,8,0,Houston,Texas,-95.4518591,29.9198307,2.1972245773362196,0.0
475,297,2015-08-08,833 Anderson Street Blytheville Arkansas,1.2306750213283617,1,11,Blytheville,Arkansas,-89.89667940000002,35.91935520000001,0.6931471805599453,2.4849066497880004
476,297,2015-08-08,4908 Greenwood Dr Gastonia North Carolina,1.1849169104036439,2,3,Gastonia,North Carolina,-81.2398147,35.1924356,1.0986122886681098,1.3862943611198906
477,298,2015-08-09,40th Street and Pennsylvania Avenue Kansas City Missouri,0.48283137373023005,0,4,Kansas City,Missouri,-94.5931285,39.055055,0.0,1.6094379124341003
478,298,2015-08-09,15200 block of Hazelridge Detroit Michigan,0.9010913347279288,1,3,Detroit,Michigan,-82.96503249999998,42.4245533,0.6931471805599453,1.3862943611198906
479,298,2015-08-09,Poplar St Forest Mississippi,0.9010913347279288,1,3,Forest,Mississippi,-89.45666279999998,32.3706072,0.6931471805599453,1.3862943611198906
480,299,2015-08-10,1700 block of East 10th Street Long Beach California,0.48283137373023005,0,4,Long Beach,California,-118.170906,33.7789722,0.0,1.6094379124341003
481,300,2015-08-15,2868 Bamberg Road Orangeburg South Carolina,0.9010913347279288,1,3,Orangeburg,South Carolina,-80.90899979999998,33.4788256,0.6931471805599453,1.3862943611198906
482,300,2015-08-15,57th Street and South Normandie Avenue Los Angeles California,0.48283137373023005,0,4,Los Angeles,California,-118.3002142,33.990967100000006,0.0,1.6094379124341003
483,300,2015-08-15,West Prospect Avenue Pittsburgh Pennsylvania,0.9010913347279288,1,3,Pittsburgh,Pennsylvania,-80.0743212,40.4475329,0.6931471805599453,1.3862943611198906
484,301,2015-08-16,Highway 38N Bennettsville South Carolina,0.5375278407684164,0,5,Bennettsville,South Carolina,-79.679436,34.6084346,0.0,1.791759469228055
485,301,2015-08-16,5400 block of West Division Street Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.76115899999998,41.902459,0.0,1.6094379124341003
486,301,2015-08-16,3651 Sycamore School Rd Fort Worth Texas,0.583773044716594,0,6,Fort Worth,Texas,-97.37230799999999,32.633589,0.0,1.9459101490553132
487,302,2015-08-19,500 Genesee St Rochester New York,1.4532374265141534,3,4,Rochester,New York,-77.6348798,43.1402876,1.3862943611198906,1.6094379124341003
488,303,2015-08-20,FM 2360 Grulla (La Grulla) Texas,1.0986122886681096,2,2,Grulla (La Grulla),Texas,-98.6462155,26.2758608,1.0986122886681098,1.0986122886681098
489,304,2015-08-21,Mathis and Prentice Cincinnati Ohio,1.3065564428360932,2,5,Cincinnati,Ohio,-84.390824,39.159499,1.0986122886681098,1.791759469228055
490,304,2015-08-21,2700 block of Hinson Drive Durham North Carolina,0.6591673732008658,0,8,Durham,North Carolina,-78.87778409999999,36.0296808,0.0,2.1972245773362196
491,305,2015-08-22,302 East Reed Street Roswell New Mexico,1.178350206951907,3,1,Roswell,New Mexico,-104.518173,33.3814315,1.3862943611198906,0.6931471805599453
492,305,2015-08-22,State Road 408 Orlando (Pine Hills) Florida,0.48283137373023005,0,4,Orlando (Pine Hills),Florida,-81.457679,28.5490972,0.0,1.6094379124341003
493,306,2015-08-23,1100 block of Kansas Avenue Modesto California,1.1090354888959124,1,7,Modesto,California,-121.0234309,37.6457703,0.6931471805599453,2.0794415416798357
494,307,2015-08-25,Fern Street and Olive Street New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.1111943,29.9617748,0.6931471805599453,1.3862943611198906
495,308,2015-08-26,800 block of 19th Street West Palm Beach Florida,1.0986122886681096,2,2,West Palm Beach,Florida,-80.05945320000002,26.7318343,1.0986122886681098,1.0986122886681098
496,308,2015-08-26,3025 W. Van Buren Ave Chicago Illinois,1.0986122886681096,2,2,Chicago,Illinois,-87.70203400000004,41.875697,1.0986122886681098,1.0986122886681098
497,308,2015-08-26,5000 block of Drew Avenue North Minneapolis (Brooklyn Center) Minnesota,0.48283137373023005,0,4,Minneapolis (Brooklyn Center),Minnesota,-93.3270926,45.0460614,0.0,1.6094379124341003
498,309,2015-08-27,928 Blanco Circle Salinas California,1.0986122886681096,2,2,Salinas,California,-121.6375717,36.6544886,1.0986122886681098,1.0986122886681098
499,310,2015-08-28,589 Flatbush Avenue Brooklyn New York,0.9010913347279288,1,3,Brooklyn,New York,-73.9603643,40.6591437,0.6931471805599453,1.3862943611198906
500,311,2015-08-29,638 ENE Loop 323 Tyler Texas,0.9010913347279288,1,3,Tyler,Texas,-95.2861793,32.3903108,0.6931471805599453,1.3862943611198906
501,311,2015-08-29,618 Henson Road Bristol Tennessee,1.2999897393843562,3,2,Bristol,Tennessee,-82.09429809999997,36.5756825,1.3862943611198906,1.0986122886681098
502,312,2015-08-30,3300 block of Sobota Circle Memphis Tennessee,0.9680344001221917,1,4,Memphis,Tennessee,-90.0489801,35.1495343,0.6931471805599453,1.6094379124341003
503,313,2015-09-05,1509 Ashley Street Columbia Missouri,0.48283137373023005,0,4,Columbia,Missouri,-92.3165392,38.9676204,0.0,1.6094379124341003
504,313,2015-09-05,5000 block of Hollywood Boulevard Las Vegas Nevada,0.9010913347279288,1,3,Las Vegas,Nevada,-115.0256325,36.1886896,0.6931471805599453,1.3862943611198906
505,313,2015-09-05,300 block of Pearl Street Daytona Beach Florida,0.48283137373023005,0,4,Daytona Beach,Florida,-81.0294801,29.213111600000005,0.0,1.6094379124341003
506,313,2015-09-05,6800 block of Fieldvale Place Charlotte North Carolina,0.9010913347279288,1,3,Charlotte,North Carolina,-80.9106417,35.16072279999999,0.6931471805599453,1.3862943611198906
507,314,2015-09-07,1909 Blake Street Denver Colorado,0.48283137373023005,0,4,Denver,Colorado,-104.9954998,39.7537609,0.0,1.6094379124341003
508,314,2015-09-07,9300 block of Sunrise Gary Indiana,1.2518599757979068,2,4,Gary,Indiana,-87.225583,41.597053,1.0986122886681098,1.6094379124341003
509,315,2015-09-08,56th and Green Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.68071020000002,41.7920487,0.0,1.6094379124341003
510,315,2015-09-08,,0.48283137373023005,0,4,Berlin,Georgia,-84.389488,33.791638,0.0,1.6094379124341003
511,316,2015-09-10,Channel Drive Excelsior (Greenwood) Minnesota,1.2542316284596384,5,0,Excelsior (Greenwood),Minnesota,-93.5444554,44.9079351,1.791759469228055,0.0
512,317,2015-09-11,1000 North Carolina Music Factory Blvd. Charlotte North Carolina,0.5375278407684164,0,5,Charlotte,North Carolina,-80.8460599,35.239118,0.0,1.791759469228055
513,318,2015-09-12,1200 block of 22nd Ave. N. Minneapolis Minnesota,0.9010913347279288,1,3,Minneapolis,Minnesota,-93.2956592,45.0015071,0.6931471805599453,1.3862943611198906
514,318,2015-09-12,1st Ave. and N. 5th St. Minneapolis Minnesota,0.583773044716594,0,6,Minneapolis,Minnesota,-93.2737554,44.98037739999999,0.0,1.9459101490553132
515,318,2015-09-12,36 Woodward Street Rochester New York,1.2518599757979068,2,4,Rochester,New York,-77.59934870000002,43.1644189,1.0986122886681098,1.6094379124341003
516,318,2015-09-12,1500 block of Clanton Street Shreveport Louisiana,0.48283137373023005,0,4,Shreveport,Louisiana,-93.7608966,32.45803239999999,0.0,1.6094379124341003
517,319,2015-09-13,1910 South Pine Avenue Ocala Florida,1.022730867160378,1,5,Ocala,Florida,-82.13868080000002,29.168304,0.6931471805599453,1.791759469228055
518,320,2015-09-15,Irvine Turner Boulevard and West Kinney Street Newark New Jersey,0.48283137373023005,0,4,Newark,New Jersey,-74.18925809999998,40.7321149,0.0,1.6094379124341003
519,321,2015-09-17,500 block of W. Broadwell Street Albion Michigan,0.48283137373023005,0,4,Albion,Michigan,-84.76026089999998,42.2571959,0.0,1.6094379124341003
520,321,2015-09-17,36705 379th Street Geddes South Dakota,1.3621371043387192,6,0,Geddes,South Dakota,-98.6046469,43.2948084,1.9459101490553132,0.0
521,322,2015-09-19,3900 block of Graceland Avenue Indianapolis Indiana,0.9010913347279288,1,3,Indianapolis,Indiana,-86.16278439999998,39.8263726,0.6931471805599453,1.3862943611198906
522,323,2015-09-20,5700 block of South LaSalle Chicago Illinois,1.022730867160378,1,5,Chicago,Illinois,-87.63176159999998,41.8770561,0.6931471805599453,1.791759469228055
523,323,2015-09-20,900 Pratt St Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.09298179999998,40.0306976,0.6931471805599453,1.3862943611198906
524,323,2015-09-20,Pine and Yale Tulsa Oklahoma,0.583773044716594,0,6,Tulsa,Oklahoma,-95.9224605,36.1771008,0.0,1.9459101490553132
525,324,2015-09-23,1300 block of Reddington Lane Norcross Georgia,0.9010913347279288,1,3,Norcross,Georgia,-84.17448499999998,33.91048789999999,0.6931471805599453,1.3862943611198906
526,324,2015-09-23,Dale Street and Veronica S. Shoemaker Boulevard Fort Myers Florida,0.48283137373023005,0,4,Fort Myers,Florida,-81.83997240000002,26.6429197,0.0,1.6094379124341003
527,324,2015-09-23,2900 block of Peach Street Shreveport Louisiana,0.5375278407684164,0,5,Shreveport,Louisiana,-93.8243108,32.5490993,0.0,1.791759469228055
528,325,2015-09-24,5100 block of South Morgan Street Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.65020190000001,41.80152329999999,0.0,1.791759469228055
529,326,2015-09-25,1300 block of May Street Danville Illinois,0.48283137373023005,0,4,Danville,Illinois,-87.60225009999998,40.1401769,0.0,1.6094379124341003
530,327,2015-09-27,1700 E. 18th St. Kansas City Missouri,0.48283137373023005,0,4,Kansas City,Missouri,-94.5619258,39.091355,0.0,1.6094379124341003
531,327,2015-09-27,5200 block of South Justine Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.6636807,41.7993886,0.0,1.6094379124341003
532,327,2015-09-27,1140 Hill Haven Road Greenville Georgia,0.7193685818395111,0,10,Greenville,Georgia,-84.72171970000002,33.038321,0.0,2.3978952727983707
533,328,2015-09-28,1921 Oakridge Dayton Ohio,0.48283137373023005,0,4,Dayton,Ohio,-84.23580340000002,39.75841390000001,0.0,1.6094379124341003
534,328,2015-09-28,5300 block of South Aberdeen Street Chicago Illinois,1.1849169104036439,2,3,Chicago,Illinois,-87.65289,41.797707,1.0986122886681098,1.3862943611198906
535,328,2015-09-28,300 block of West 42nd Street Chicago Illinois,1.2999897393843562,3,2,Chicago,Illinois,-87.6337728,41.8184212,1.3862943611198906,1.0986122886681098
536,328,2015-09-28,1800 block of Hewitt Avenue Cincinnati (Evanston) Ohio,0.5375278407684164,0,5,Cincinnati (Evanston),Ohio,-84.4719926,39.13738970000001,0.0,1.791759469228055
537,329,2015-10-01,1140 Umpqua College Rd Roseburg Oregon,2.369302218857073,10,9,Roseburg,Oregon,-123.3345596,43.2910295,2.3978952727983707,2.302585092994046
538,330,2015-10-02,5400 Reisterstown Road Baltimore Maryland,0.9680344001221917,1,4,Baltimore,Maryland,-76.68834709999999,39.34600070000001,0.6931471805599453,1.6094379124341003
539,331,2015-10-06,300 block of North Payson Street Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.64887159999998,39.2919467,0.0,1.791759469228055
540,332,2015-10-09,216 E Mountain View Dr Flagstaff Arizona,0.9010913347279288,1,3,Flagstaff,Arizona,-111.649455,35.189276,0.6931471805599453,1.3862943611198906
541,333,2015-10-10,2405 N Flora Peoria Illinois,0.9010913347279288,1,3,Peoria,Illinois,-89.6012307,40.71705220000001,0.6931471805599453,1.3862943611198906
542,333,2015-10-10,1900 block of West Boulevard Charlotte North Carolina,0.48283137373023005,0,4,Charlotte,North Carolina,-80.889749,35.214263,0.0,1.6094379124341003
543,333,2015-10-10,6135 Mount Moriah Road Memphis Tennessee,0.583773044716594,0,6,Memphis,Tennessee,-89.85919240000004,35.0699688,0.0,1.9459101490553132
544,334,2015-10-12,4731 Glenwood Road Decatur Georgia,0.48283137373023005,0,4,Decatur,Georgia,-84.2243541,33.736065100000005,0.0,1.6094379124341003
545,335,2015-10-17,2224 First St Fort Myers Florida,0.9680344001221917,1,4,Fort Myers,Florida,-81.8701195,26.6440355,0.6931471805599453,1.6094379124341003
546,335,2015-10-17,160 Easy Shopping Place Elkhart Indiana,0.48283137373023005,0,4,Elkhart,Indiana,-85.96671440000001,41.69043449999999,0.0,1.6094379124341003
547,336,2015-10-18,2600 block of Caffin Avenue New Orleans Louisiana,0.48283137373023005,0,4,New Orleans,Louisiana,-90.011173,29.97719600000001,0.0,1.6094379124341003
548,337,2015-10-19,300 Campbell Avenue Calumet City Illinois,0.583773044716594,0,6,Calumet City,Illinois,-87.550872,41.629428,0.0,1.9459101490553132
549,338,2015-10-22,3500 John A. Merritt Blvd Nashville Tennessee,0.9010913347279288,1,3,Nashville,Tennessee,-86.82608959999996,36.1682498,0.6931471805599453,1.3862943611198906
550,339,2015-10-24,682 Dixie Ave. Bamberg South Carolina,0.48283137373023005,0,4,Bamberg,South Carolina,-81.0338983,33.3011401,0.0,1.6094379124341003
551,340,2015-10-25,2339 Stricklands Crossroads Road Four Oaks North Carolina,0.5375278407684164,0,5,Four Oaks,North Carolina,-78.357259,35.364437,0.0,1.791759469228055
552,340,2015-10-25,4300 block of Wheeler Road SE Washington District of Columbia,0.5375278407684164,0,5,Washington,District of Columbia,-76.98794389999998,38.8326983,0.0,1.791759469228055
553,340,2015-10-25,Seventh Street and Broadway Phoenix Arizona,0.9680344001221917,1,4,Phoenix,Arizona,-112.0645687,33.4067144,0.6931471805599453,1.6094379124341003
554,341,2015-10-26,711 E Virginia St Evansville Indiana,0.5375278407684164,0,5,Evansville,Indiana,-87.55447609999996,37.981738,0.0,1.791759469228055
555,342,2015-10-27,1700 block of Southcrest Drive Fort Worth Texas,0.5375278407684164,0,5,Fort Worth,Texas,-97.345196,32.6707729,0.0,1.791759469228055
556,343,2015-10-28,400 block of Morgan Street Houma Louisiana,0.9010913347279288,1,3,Houma,Louisiana,-90.7305463,29.59500809999999,0.6931471805599453,1.3862943611198906
557,344,2015-11-02,2217 Refuge Road Pendleton South Carolina,1.1266065387038702,4,0,Pendleton,South Carolina,-82.74790019999998,34.645278999999995,1.6094379124341003,0.0
558,345,2015-11-03,Ella Street and Kings Road Jacksonville Florida,1.1849169104036439,2,3,Jacksonville,Florida,-81.69268690000001,30.347467,1.0986122886681098,1.3862943611198906
559,346,2015-11-06,1000 block of Feliz Drive Bakersfield California,0.48283137373023005,0,4,Bakersfield,California,-118.9895337,35.3505533,0.0,1.6094379124341003
560,347,2015-11-07,Bayaud and Bannock Denver Colorado,0.9010913347279288,1,3,Denver,Colorado,-104.9899697,39.71479779999999,0.6931471805599453,1.3862943611198906
561,348,2015-11-08,13859 8 Mile Road Warren Michigan,0.48283137373023005,0,4,Warren,Michigan,-82.98325190000001,42.4513095,0.0,1.6094379124341003
562,348,2015-11-08,4397 NW 6th Drive Des Moines Iowa,0.9010913347279288,1,3,Des Moines,Iowa,-93.6261735,41.6401802,0.6931471805599453,1.3862943611198906
563,349,2015-11-09,400 block of North Beville Ave Indianapolis Indiana,1.0986122886681096,2,2,Indianapolis,Indiana,-86.12304830000002,39.7728748,1.0986122886681098,1.0986122886681098
564,350,2015-11-13,1300 block of South Shirley Oaks Drive Jacksonville Florida,1.3345506928718538,4,1,Jacksonville,Florida,-81.606388,30.4679021,1.6094379124341003,0.6931471805599453
565,351,2015-11-14,1159 Main St Johnstown Pennsylvania,0.48283137373023005,0,4,Johnstown,Pennsylvania,-78.913889,40.3233542,0.0,1.6094379124341003
566,352,2015-11-15,5600 block of Blakemore St Philadelphia Pennsylvania,0.48283137373023005,0,4,Philadelphia,Pennsylvania,-75.1601797,40.0482827,0.0,1.6094379124341003
567,352,2015-11-15,800 block of An County Rd 2217 Tennessee Colony Texas,1.2542316284596384,5,0,Tennessee Colony,Texas,-95.806857,31.807593,1.791759469228055,0.0
568,353,2015-11-16,1460 County Rd 664 Cedar Bluff Alabama,1.178350206951907,3,1,Cedar Bluff,Alabama,-85.6846382,34.2289049,1.3862943611198906,0.6931471805599453
569,354,2015-11-18,California Avenue and Martin Luther King Jr. Boulevard Fresno California,0.5375278407684164,0,5,Fresno,California,-119.7998626,36.7214086,0.0,1.791759469228055
570,355,2015-11-20,Prospect Drive Pittsburgh Pennsylvania,0.9010913347279288,1,3,Pittsburgh,Pennsylvania,-79.93553639999998,40.4314201,0.6931471805599453,1.3862943611198906
571,356,2015-11-21,Stricker and School Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.64193379999998,39.3057902,0.6931471805599453,1.3862943611198906
572,357,2015-11-22,1900 block of Gallier St New Orleans Louisiana,0.8671115273688493,0,17,New Orleans,Louisiana,-90.03715539999996,29.9747756,0.0,2.8903717578961645
573,357,2015-11-22,4100 block of West Roosevelt Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.7276188,41.8661269,0.0,1.6094379124341003
