ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree
10,2014-01-25,S Union Ave and W 51st St Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.64290229999996,41.801615500000004,0.6931471805599453,1.6094379124341005,3,7
11,2014-01-27,2nd Avenue South and South Main Street Seattle Washington,0.9680344001221916,1,4,Seattle,Washington,-122.331176,47.599790899999995,0.6931471805599453,1.6094379124341005,3,7
11,2014-01-27,821 Word Plaza Rocky Mount North Carolina,0.4828313737302301,0,4,Rocky Mount,North Carolina,-77.81895290000001,35.9690182,0.0,1.6094379124341005,4,0
12,2014-02-03,2100 block of Bridlewood Dr Franklin Indiana,1.2999897393843562,3,2,Franklin,Indiana,-86.0450037,39.5006693,1.3862943611198906,1.0986122886681098,0,12
13,2014-02-05,6740 N Clark St Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.6731401,42.0048278,0.6931471805599453,1.3862943611198906,6,5
14,2014-02-06,4600 block of Downman Road New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.02180659999998,30.016335499999997,0.0,1.6094379124341005,5,0
15,2014-02-07,Northwest 41st Street and 9th Avenue  Miami Florida,0.5375278407684164,0,5,Miami,Florida,-73.99308789999998,40.7578531,0.0,1.791759469228055,5,1
16,2014-02-12,37th and International  Oakland California,0.9010913347279288,1,3,Oakland,California,-122.22086750000001,37.77524710000001,0.6931471805599453,1.3862943611198906,3,4
16,2014-02-12,Constitution Park Stockton California,0.9010913347279288,1,3,Stockton,California,-121.2774788,37.9595498,0.6931471805599453,1.3862943611198906,3,4
16,2014-02-12,2220 block of Broadway Gary Indiana,0.5375278407684164,0,5,Gary,Indiana,-87.33714289999998,41.57809640000001,0.0,1.791759469228055,4,2
17,2014-02-15,Sahara and Maryland  Las Vegas Nevada,0.5375278407684164,0,5,Las Vegas,Nevada,-115.1371011,36.1443428,0.0,1.791759469228055,5,2
18,2014-02-16,1187 S. Edgewood Ave. Jacksonville Florida,0.9680344001221916,1,4,Jacksonville,Florida,-81.7134144,30.3084697,0.6931471805599453,1.6094379124341005,1,4
18,2014-02-16, 115 NW 25th St. Fort Worth Texas,0.9680344001221916,1,4,Fort Worth,Texas,-97.3499256,32.7897485,0.6931471805599453,1.6094379124341005,1,4
18,2014-02-16,Lafayette Street and East Tillman Road Fort Wayne Indiana,0.5375278407684164,0,5,Fort Wayne,Indiana,-85.1193708,41.0171871,0.0,1.791759469228055,4,2
18,2014-02-16,2600 block of South Harwood Street Dallas Texas,1.1090354888959124,1,7,Dallas,Texas,-96.7790179,32.767340000000004,0.6931471805599453,2.079441541679836,1,5
18,2014-02-16,4500 block of Charlene Terrace Orlando (Pine Hills) Florida,1.0689760711085556,1,6,Orlando (Pine Hills),Florida,-81.4534046,28.5577794,0.6931471805599453,1.9459101490553128,1,5
19,2014-02-20,300 W 1st St Alturas California,1.456190225304303,4,2,Alturas,California,-120.5452488,41.48394520000001,1.6094379124341005,1.0986122886681098,0,9
19,2014-02-20,3400 block of South Parker Indianapolis Indiana,1.1266065387038702,4,0,Indianapolis,Indiana,-86.1139417,39.7170274,1.6094379124341005,0.0,0,6
20,2014-02-22,1200 block of W Papeete St Wilmington California,0.4828313737302301,0,4,Wilmington,California,-118.27787260000001,33.7868812,0.0,1.6094379124341005,12,0
21,2014-02-25,33325 Graceland Ln Glade Spring Virginia,1.3345506928718538,4,1,Glade Spring,Virginia,-81.78587639999998,36.7840021,1.6094379124341005,0.6931471805599453,1,10
22,2014-03-01,7800 Gratiot Av. Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.01477849999998,42.3779806,0.0,1.6094379124341005,12,0
22,2014-03-01,Hamilton Avenue Pittsburgh Pennsylvania,0.9680344001221916,1,4,Pittsburgh,Pennsylvania,-79.9007297,40.45535539999999,0.6931471805599453,1.6094379124341005,5,6
23,2014-03-05,Law Street Pelzer South Carolina,1.2999897393843562,3,2,Pelzer,South Carolina,-82.45249,34.6390534,1.3862943611198906,1.0986122886681098,2,11
24,2014-03-08,4900 West Race Ave Chicago Illinois,0.583773044716594,0,6,Chicago,Illinois,-87.74830899999998,41.890715,0.0,1.9459101490553128,9,5
24,2014-03-08,1600 block of First Street Richmond California,0.9010913347279288,1,3,Richmond,California,-122.368475,37.956275,0.6931471805599453,1.3862943611198906,9,7
25,2014-03-09, 4900 block of West Race Avenue Austin Texas,0.583773044716594,0,6,Austin,Texas,-87.74830899999998,41.890715,0.0,1.9459101490553128,6,5
25,2014-03-09,531 W State St Fremont Ohio,1.178350206951907,3,1,Fremont,Ohio,-83.11653199999998,41.348378000000004,1.3862943611198906,0.6931471805599453,3,8
26,2014-03-14,S. Second and Roebling Sts Brooklyn New York,0.4828313737302301,0,4,Brooklyn,New York,-73.95906149999998,40.7121669,0.0,1.6094379124341005,7,0
27,2014-03-16,4960 Highway 80 West  Waynesboro Georgia,0.4828313737302301,0,4,Waynesboro,Georgia,-81.84742740000002,33.209855,0.0,1.6094379124341005,7,0
27,2014-03-16,S 4th St Beaumont Texas,1.178350206951907,3,1,Beaumont,Texas,-94.11556429999999,30.058844300000004,1.3862943611198906,0.6931471805599453,2,11
28,2014-03-21,7550 Dorchester Road North Charleston South Carolina,0.4828313737302301,0,4,North Charleston,South Carolina,-80.0787343,32.9035946,0.0,1.6094379124341005,7,0
29,2014-03-23,601 Long Beach Boulevard Long Beach California,0.9010913347279288,1,3,Long Beach,California,-118.1897511,33.7743901,0.6931471805599453,1.3862943611198906,3,7
29,2014-03-23,Turk and Taylor San Francisco California,0.6238324625039507,0,7,San Francisco,California,-122.4107884,37.7832352,0.0,2.079441541679836,4,7
29,2014-03-23,2700 Majesty Drive Arlington Texas,0.9010913347279288,1,3,Arlington,Texas,-97.0613775,32.754806800000004,0.6931471805599453,1.3862943611198906,3,7
30,2014-03-30,,0.5375278407684164,0,5,Starkville,Mississippi,-84.389488,33.791638,0.0,1.791759469228055,8,5
30,2014-03-30,4300 Sunset Road Charlotte North Carolina,0.5375278407684164,0,5,Charlotte,North Carolina,-80.8562731,35.3049935,0.0,1.791759469228055,8,5
31,2014-04-02,Motor Pool Road and Tank Destroyer Boulevard Fort Hood Texas,1.9765705419207351,4,16,Fort Hood,Texas,-97.79444690000001,31.1329784,1.6094379124341005,2.8332133440562166,0,10
32,2014-04-05,Orchid Street  Fairfield California,0.4828313737302301,0,4,Fairfield,California,-122.036953,38.278664,0.0,1.6094379124341005,7,0
32,2014-04-05,5400 block of W Palm Ln Phoenix Arizona,0.9010913347279288,1,3,Phoenix,Arizona,-112.17568670000001,33.469846399999994,0.6931471805599453,1.3862943611198906,2,6
32,2014-04-05,4300 W Wilcox Street Chicago Illinois,1.0227308671603779,1,5,Chicago,Illinois,-87.733109,41.879032,0.6931471805599453,1.791759469228055,2,7
33,2014-04-06,Northwest 29th Street and Portland Avenue Oklahoma City Oklahoma,0.4828313737302301,0,4,Oklahoma City,Oklahoma,-97.58336700000001,35.4987478,0.0,1.6094379124341005,9,0
33,2014-04-06,90 Worthington St. Springfield Massachusetts,0.4828313737302301,0,4,Springfield,Massachusetts,-72.5937223,42.10316410000001,0.0,1.6094379124341005,9,0
34,2014-04-07,500 block of South Alexander Street New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.1071864,29.973227299999998,0.0,1.6094379124341005,8,0
35,2014-04-09,Kellys Ferry Road and Kellys Ferry Place Lookout Valley Tennessee,1.178350206951907,3,1,Lookout Valley,Tennessee,-85.3877316,35.0246925,1.3862943611198906,0.6931471805599453,1,7
35,2014-04-09,300 N Sunset Ave Rockford Illinois,0.5375278407684164,0,5,Rockford,Illinois,-89.1183927,42.2787689,0.0,1.791759469228055,6,2
36,2014-04-11,North 15th and H Streets Richmond Indiana,0.4828313737302301,0,4,Richmond,Indiana,-84.88160599999998,39.838645,0.0,1.6094379124341005,7,0
37,2014-04-12,2100 block of Pauger Street New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.0607641,29.971501899999996,0.6931471805599453,1.3862943611198906,3,4
38,2014-04-14,1909 19th St SE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.9773537,38.868239100000004,0.0,1.6094379124341005,5,0
39,2014-04-20,6600 South Michigan Ave Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.62309909999998,41.774825,0.0,1.791759469228055,2,1
39,2014-04-20,2902 N. 32nd St. Tampa Florida,1.0986122886681096,2,2,Tampa,Florida,-82.4252178,27.9693738,1.0986122886681098,1.0986122886681098,1,4
39,2014-04-20,1300 block of Jackson St Montgomery Illinois,0.583773044716594,0,6,Montgomery,Illinois,-88.31043170000002,41.7302378,0.0,1.9459101490553128,2,2
40,2014-04-22,6419 Brynhurst Avenue Los Angeles California,0.9010913347279288,1,3,Los Angeles,California,-118.3342778,33.981092700000005,0.6931471805599453,1.3862943611198906,2,3
41,2014-04-25,2000 Chelsea Avenue Memphis Tennessee,1.184916910403644,2,3,Memphis,Tennessee,-89.9906671,35.173437299999996,1.0986122886681098,1.3862943611198906,0,7
42,2014-04-27,Fourth Street Troy New York,0.5375278407684164,0,5,Troy,New York,-73.6911982,42.721338700000004,0.0,1.791759469228055,5,2
43,2014-04-29,1675 Airport Road Kennesaw Georgia,1.0689760711085556,1,6,Kennesaw,Georgia,-84.6019546,34.0087685,0.6931471805599453,1.9459101490553128,2,6
44,2014-04-30,7200 South Phillips Avenue Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.56576740000001,41.7644081,0.0,1.6094379124341005,7,0
45,2014-05-03,2201 Moore Rd Jonesboro Arkansas,1.6094379124341005,4,4,Jonesboro,Arkansas,-90.6155684,35.81834310000001,1.6094379124341005,1.6094379124341005,0,10
46,2014-05-04,12100 W 44th Wheat Ridge Colorado,0.4828313737302301,0,4,Wheat Ridge,Colorado,-105.1342557,39.77748629999999,0.0,1.6094379124341005,5,0
46,2014-05-04,500 West Erie Street Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.64144089999998,41.89389439999999,0.6931471805599453,1.3862943611198906,3,5
47,2014-05-10,Shamrock Dr Decatur Georgia,1.184916910403644,2,3,Decatur,Georgia,-84.2573284,33.730861700000005,1.0986122886681098,1.3862943611198906,1,7
47,2014-05-10,1100 To Lani Farm Road Stone Mountain Georgia,0.9010913347279288,1,3,Stone Mountain,Georgia,-84.2056446,33.7621635,0.6931471805599453,1.3862943611198906,3,5
47,2014-05-10,3031 Guadalajara Way Sacramento California,1.0689760711085556,1,6,Sacramento,California,-121.52484550000001,38.6240965,0.6931471805599453,1.9459101490553128,2,7
48,2014-05-11,2517 Shasta Memphis Tennessee,0.6238324625039507,0,7,Memphis,Tennessee,-89.97327949999998,35.168766399999996,0.0,2.079441541679836,6,3
49,2014-05-12,3400 West 24th Street Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.710006,41.84806920000001,0.0,1.6094379124341005,7,0
50,2014-05-13,Panther Trail and Childress Drive Atlanta Georgia,0.5375278407684164,0,5,Atlanta,Georgia,-84.486189,33.698155,0.0,1.791759469228055,6,1
51,2014-05-17,2200 block of Adams Place NE Washington District of Columbia,0.5375278407684164,0,5,Washington,District of Columbia,-76.97487989999998,38.9192532,0.0,1.791759469228055,6,1
51,2014-05-17,84000 block of Pedro Drive Coachella California,0.9010913347279288,1,3,Coachella,California,-116.18875729999999,33.6851422,0.6931471805599453,1.3862943611198906,3,2
52,2014-05-18,1643 Cleveland Rd Sandusky Ohio,0.6238324625039507,0,7,Sandusky,Ohio,-82.68584940000002,41.4429533,0.0,2.079441541679836,5,2
53,2014-05-21,4500 block of Village Fair Drive Dallas Texas,0.9010913347279288,1,3,Dallas,Texas,-96.826773,32.694117999999996,0.6931471805599453,1.3862943611198906,2,3
54,2014-05-23,9541 Flower Street Bellflower California,1.0986122886681096,2,2,Bellflower,California,-118.1303257,33.8821979,1.0986122886681098,1.0986122886681098,0,7
54,2014-05-23,6200 block of Eads Street New Orleans Louisiana,1.1090354888959124,1,7,New Orleans,Louisiana,-90.0507377,30.0227315,0.6931471805599453,2.079441541679836,0,7
54,2014-05-23,840 Embarcadero Del Norte Goleta (Isla Vista) California,1.7857739119047358,4,8,Goleta (Isla Vista),California,-119.85507720000001,34.414239200000004,1.6094379124341005,2.19722457733622,0,8
55,2014-05-24,Ocean Boulevard near First Avenue North Myrtle Beach South Carolina,1.178350206951907,3,1,Myrtle Beach,South Carolina,-78.67765870000002,33.8173013,1.3862943611198906,0.6931471805599453,1,7
55,2014-05-24,Strathmoor St Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.187569,42.397021,0.0,1.6094379124341005,8,0
56,2014-05-25,2100 block of Joffre Avenue Toledo Ohio,0.9010913347279288,1,3,Toledo,Ohio,-83.58644269999998,41.6616563,0.6931471805599453,1.3862943611198906,4,2
57,2014-05-31,800 block of West Victoria St San Bernardino California,0.9010913347279288,1,3,San Bernardino,California,-117.3008869,34.1111328,0.6931471805599453,1.3862943611198906,4,2
58,2014-06-01,6500 46th Street Sacramento California,0.4828313737302301,0,4,Sacramento,California,-121.45240459999998,38.5084009,0.0,1.6094379124341005,8,0
58,2014-06-01,West Ferdinand Street and North Lavergne Avenue  Chicago Illinois,1.0227308671603779,1,5,Chicago,Illinois,-87.75049349999998,41.889518,0.6931471805599453,1.791759469228055,4,6
59,2014-06-02,2660 E. 79th St Chicago Illinois,0.6238324625039507,0,7,Chicago,Illinois,-87.5591115,41.7521292,0.0,2.079441541679836,8,1
60,2014-06-03,Auburn Avenue Atlanta Georgia,0.9680344001221916,1,4,Atlanta,Georgia,-84.37746120000001,33.7555132,0.6931471805599453,1.6094379124341005,5,5
61,2014-06-04,4900 West West End Avenue Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.74818619999998,41.883270399999994,0.6931471805599453,1.3862943611198906,3,4
62,2014-06-07,10811 W. Ten Mile Rd. Oak Park Michigan,0.9010913347279288,1,3,Oak Park,Michigan,-83.1719483,42.4742091,0.6931471805599453,1.3862943611198906,2,6
62,2014-06-07,Tish Lane Moncks Corner South Carolina,1.0227308671603779,1,5,Moncks Corner,South Carolina,-80.13136999999998,33.1714215,0.6931471805599453,1.791759469228055,0,7
63,2014-06-08,611 Hardin Street Opp Alabama,0.9680344001221916,1,4,Opp,Alabama,-86.253191,31.27251889999999,0.6931471805599453,1.6094379124341005,2,7
64,2014-06-09,Rosa Parks Boulevard and Godwin Avenue Paterson New Jersey,0.583773044716594,0,6,Paterson,New Jersey,-74.15908189999998,40.9206769,0.0,1.9459101490553128,7,5
65,2014-06-13,8600 block of South Figueroa Street Los Angeles California,1.178350206951907,3,1,Los Angeles,California,-118.28228500000002,33.9596113,1.3862943611198906,0.6931471805599453,0,7
66,2014-06-15,200 Berry Street Park Forest Illinois,0.4828313737302301,0,4,Park Forest,Illinois,-87.67870440000002,41.5015419,0.0,1.6094379124341005,7,0
66,2014-06-15,5100 Clinton Drive Kokomo Indiana,0.4828313737302301,0,4,Kokomo,Indiana,-86.1251637,40.4368037,0.0,1.6094379124341005,7,0
67,2014-06-20,6600 block of Greig Street Seat Pleasant Maryland,0.4828313737302301,0,4,Seat Pleasant,Maryland,-76.9058536,38.9001431,0.0,1.6094379124341005,6,0
68,2014-06-21,2119 East Alcy Road Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-89.99202629999998,35.0779873,0.0,1.791759469228055,5,1
68,2014-06-21,Florida Avenue and U Street NW Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-77.04119509999998,38.917022499999995,0.0,1.6094379124341005,5,0
69,2014-06-22,Windsor Avenue Windsor California,0.9010913347279288,1,3,Windsor,California,-122.81890320000001,38.5478719,0.6931471805599453,1.3862943611198906,2,5
70,2014-06-24,Northwest 12th Avenue and 65th Street Miami Florida,1.3928610645716275,2,7,Miami,Florida,-80.2169445,25.8343478,1.0986122886681098,2.079441541679836,0,10
71,2014-06-25,Midland Street Lowell Massachusetts,0.5375278407684164,0,5,Lowell,Massachusetts,-71.32692829999998,42.6235027,0.0,1.791759469228055,3,2
72,2014-06-26,Grand St Detroit Michigan,1.0986122886681096,2,2,Detroit,Michigan,-83.1258155,42.3936105,1.0986122886681098,1.0986122886681098,1,8
72,2014-06-26,24th and Locust Milwaukee Wisconsin,0.5375278407684164,0,5,Milwaukee,Wisconsin,-87.9423791,43.0714769,0.0,1.791759469228055,2,2
73,2014-06-27,1600 block of Cathy Street San Diego California,0.9010913347279288,1,3,San Diego,California,-117.09462959999999,32.5872545,0.6931471805599453,1.3862943611198906,2,9
74,2014-06-28,Fifth Avenue and West 139th Street Manhattan New York,0.4828313737302301,0,4,Manhattan,New York,-73.93575799999998,40.8153398,0.0,1.6094379124341005,7,0
74,2014-06-28,5500 Cedar Point Way Antioch California,0.6238324625039507,0,7,Antioch,California,-121.7575243,37.9570006,0.0,2.079441541679836,4,7
75,2014-06-29,1100 block of North Vermont Avenue Los Angeles California,1.0227308671603779,1,5,Los Angeles,California,-118.29135120000001,34.0912202,0.6931471805599453,1.791759469228055,2,12
75,2014-06-29,2800 block of Dayton Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.216016,38.641863,0.0,1.6094379124341005,7,0
75,2014-06-29,700 block of Bourbon St New Orleans Louisiana,1.1759785542901753,1,9,New Orleans,Louisiana,-90.06545679999998,29.95860729999999,0.6931471805599453,2.302585092994046,1,13
76,2014-06-30,Scottsdale Circle Lexington Kentucky,0.9010913347279288,1,3,Lexington,Kentucky,-84.47805290000002,38.075951,0.6931471805599453,1.3862943611198906,4,10
77,2014-07-02,1400 block of West Congress Street Chester Pennsylvania,0.5375278407684164,0,5,Chester,Pennsylvania,-75.38633270000003,39.840613,0.0,1.791759469228055,6,3
78,2014-07-04,1722 Thurgood Street Norfolk Virginia,0.5375278407684164,0,5,Norfolk,Virginia,-76.26257620000001,36.826021000000004,0.0,1.791759469228055,6,3
79,2014-07-05,4700 Piggott Avenue Centreville Illinois,0.5375278407684164,0,5,Centreville,Illinois,-90.1232191,38.5800536,0.0,1.791759469228055,5,3
79,2014-07-05,Broad Ripple Avenue Indianapolis Indiana,0.6238324625039507,0,7,Indianapolis,Indiana,-86.1313339,39.86863029999999,0.0,2.079441541679836,4,4
79,2014-07-05,333 SE 122ND Ave Portland Oregon,0.9680344001221916,1,4,Portland,Oregon,-122.53802749999998,45.5199441,0.6931471805599453,1.6094379124341005,2,5
79,2014-07-05,861 W. 36th Street Norfolk Virginia,0.6238324625039507,0,7,Norfolk,Virginia,-76.29744040000001,36.8782321,0.0,2.079441541679836,4,4
79,2014-07-05,1700 Almeda-Genoa Houston Texas,0.583773044716594,0,6,Houston,Texas,-95.395748,29.612063,0.0,1.9459101490553128,5,4
80,2014-07-06,100 block of Erb Street Buffalo New York,0.4828313737302301,0,4,Buffalo,New York,-78.8001941,42.92087470000001,0.0,1.6094379124341005,11,0
80,2014-07-06,4600 block of Natural Bridge Avenue Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.2418171,38.6716102,0.0,1.6094379124341005,11,0
80,2014-07-06,NW 20th Ave and NW 62nd St Miami Florida,1.0986122886681096,2,2,Miami,Florida,-80.22998299999998,25.8315384,1.0986122886681098,1.0986122886681098,1,7
81,2014-07-07,312  E Baseline Street  San Bernardino California,0.9680344001221916,1,4,San Bernardino,California,-117.27820890000001,34.121708899999994,0.6931471805599453,1.6094379124341005,3,5
81,2014-07-07,KY 194E Stopover Kentucky,0.4828313737302301,0,4,Stopover,Kentucky,-82.09269909999998,37.51569250000001,0.0,1.6094379124341005,11,0
82,2014-07-08,35 March Street Providence Rhode Island,0.5375278407684164,0,5,Providence,Rhode Island,-71.424938,41.84164699999999,0.0,1.791759469228055,7,2
83,2014-07-09,711 Leaflet Ln Spring Texas,1.5700812585067028,6,1,Spring,Texas,-95.4420109,30.04083199999999,1.9459101490553128,0.6931471805599453,0,9
84,2014-07-11,5200 West Quincy Street Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.7554189,41.877689399999994,0.6931471805599453,1.3862943611198906,4,6
85,2014-07-12,1700 block of Summit Avenue Pasadena California,1.2999897393843562,3,2,Pasadena,California,-118.1473213,34.175069799999996,1.3862943611198906,1.0986122886681098,1,10
86,2014-07-13,1700 block of Lincoln Road NE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-77.00855190000001,38.9126684,0.0,1.6094379124341005,6,0
86,2014-07-13,84 West Park Place Stamford Connecticut,0.5375278407684164,0,5,Stamford,Connecticut,-73.54133089999998,41.053512,0.0,1.791759469228055,5,3
86,2014-07-13,12600 Renton Avenue South  Skyway Washington,0.5375278407684164,0,5,Skyway,Washington,-122.23931770000002,47.4917411,0.0,1.791759469228055,5,3
87,2014-07-14,Fulton Avenue  Sacramento California,0.9680344001221916,1,4,Sacramento,California,-121.401552,38.604242600000006,0.6931471805599453,1.6094379124341005,2,8
88,2014-07-19,1300 North Mason Avenue Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7745077,41.90395059999999,0.0,1.6094379124341005,7,0
89,2014-07-20,Rancho Drive 3400 block  Las Vegas Nevada,0.9010913347279288,1,3,Las Vegas,Nevada,-115.21484050000001,36.220257399999994,0.6931471805599453,1.3862943611198906,3,5
89,2014-07-20,5103 block of Bunkum Rd East Saint Louis Illinois,0.9010913347279288,1,3,East Saint Louis,Illinois,-90.0961257,38.6234256,0.6931471805599453,1.3862943611198906,3,5
90,2014-07-21,300 block of Foote Park Lane Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-90.04521209999999,35.132856200000006,0.0,1.6094379124341005,7,0
90,2014-07-21,36 Welland Avenue Irvington New Jersey,0.583773044716594,0,6,Irvington,New Jersey,-74.22881869999998,40.7171709,0.0,1.9459101490553128,5,2
91,2014-07-23,700 block of Hickory St Braddock Pennsylvania,0.4828313737302301,0,4,Braddock,Pennsylvania,-79.86131809999998,40.4057463,0.0,1.6094379124341005,7,0
92,2014-07-25,700 S California Ave Chicago Illinois,1.0689760711085556,1,6,Chicago,Illinois,-87.69629990000001,41.87269600000001,0.6931471805599453,1.9459101490553128,0,7
93,2014-07-26,Royal Street Sylvester Georgia,0.6591673732008658,0,8,Sylvester,Georgia,-83.8221032,31.530619599999998,0.0,2.19722457733622,4,5
93,2014-07-26,35 Water Street Saco Maine,1.2542316284596384,5,0,Saco,Maine,-70.4487735,43.497956099999996,1.791759469228055,0.0,0,9
93,2014-07-26,Third Ave and Redbud St Pine Bluff Arkansas,0.9010913347279288,1,3,Pine Bluff,Arkansas,-92.05336690000001,34.216438700000005,0.6931471805599453,1.3862943611198906,2,5
94,2014-07-27,2000 block of East John Avenue Saint Louis Missouri,0.5375278407684164,0,5,Saint Louis,Missouri,-90.209797,38.671681899999996,0.0,1.791759469228055,7,0
95,2014-07-28,4900 block of North Front Street Philadelphia Pennsylvania,0.9680344001221916,1,4,Philadelphia,Pennsylvania,-75.123901,40.024744399999996,0.6931471805599453,1.6094379124341005,2,6
96,2014-07-30,5109 New Moon Dr Hope Mills North Carolina,1.4532374265141534,3,4,Hope Mills,North Carolina,-78.9509429,35.0006557,1.3862943611198906,1.6094379124341005,0,13
97,2014-08-01,1500 block of South Etting Street Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.19013919999998,39.93445759999999,0.6931471805599453,1.3862943611198906,4,7
98,2014-08-02,Penn Avenue and 29th Street Pittsburgh Pennsylvania,1.0227308671603779,1,5,Pittsburgh,Pennsylvania,-79.97419909999998,40.4578461,0.6931471805599453,1.791759469228055,3,10
98,2014-08-02,Acushnet Avenue New Bedford Massachusetts,0.6238324625039507,0,7,New Bedford,Massachusetts,-70.9262267,41.6871658,0.0,2.079441541679836,7,7
98,2014-08-02,5125 Wynell Street Dallas Texas,1.178350206951907,3,1,Dallas,Texas,-96.7824651,32.6858171,1.3862943611198906,0.6931471805599453,2,11
99,2014-08-03,East 9th Street and Bridge Street Columbia Tennessee,0.5375278407684164,0,5,Columbia,Tennessee,-87.02980749999998,35.61170200000001,0.0,1.791759469228055,9,2
99,2014-08-03,5200 block of Thekla  Saint Louis Missouri,0.5375278407684164,0,5,Saint Louis,Missouri,-90.2433765,38.69043920000001,0.0,1.791759469228055,9,2
99,2014-08-03,3403 FM 1960 Humble Texas,0.6238324625039507,0,7,Humble,Texas,-95.2662184,30.004894,0.0,2.079441541679836,8,5
99,2014-08-03,14458 Rixeyville Rd Culpeper Virginia,1.2542316284596384,5,0,Culpeper,Virginia,-77.991824,38.500221999999994,1.791759469228055,0.0,1,11
100,2014-08-04,1100 block of Joseph E. Boone Boulevard NW Atlanta Georgia,0.5375278407684164,0,5,Atlanta,Georgia,-84.42353410000003,33.763481,0.0,1.791759469228055,8,4
101,2014-08-06,1700 block of Quincy Street  Bakersfield California,1.178350206951907,3,1,Bakersfield,California,-118.97414840000002,35.38163270000001,1.3862943611198906,0.6931471805599453,2,11
102,2014-08-08,3426 Vassar NE Albuquerque New Mexico,0.9010913347279288,1,3,Albuquerque,New Mexico,-106.614901,35.1194254,0.6931471805599453,1.3862943611198906,5,6
